SL,Name of the Manufacturer,Brand Name,Dosages Description,Generic Name and Strength,DAR
2649,J.C.I Bangladesh (Ay),Winter Cherry,Tablet,Winter Cherry 500 mg,AY-57-A-040
2650,J.C.I Bangladesh (Ay),Asafoetida,Tablet,Asafoetida,AY-57-A-041
2651,J.C.I Bangladesh (Ay),Joyfax,Tablet,Asparagus,AY-57-A-042
2652,J.C.I Bangladesh (Ay),Vitazed,Tablet,Grape Seed Extract,AY-57-A-043
2653,J.C.I Bangladesh (Ay),JCI-Cal-D,Tablet,Colchicum 500 mg,AY-57-A-044
2654,J.C.I Bangladesh (Ay),Harpain,Tablet,Belladonna,AY-57-A-045
2655,J.C.I Bangladesh (Ay),Ginger,Tablet,Ginger,AY-57-A-046
2656,J.C.I Bangladesh (Ay),Hydrocotyle,Tablet,Hydrocotyle,AY-57-A-047
2657,J.C.I Bangladesh (Ay),Ginsomin,Liquid,Ginseng,AY-57-A-015
2658,J.C.I Bangladesh (Ay),Jcivita,Liquid,Dasamularista,AY-57-A-016
2659,J.C.I Bangladesh (Ay),Jiagulan,Liquid,Sanjivani Rasayan,AY-57-A-017
2660,J.C.I Bangladesh (Ay),JCI Actifit,Liquid,Amritarista,AY-57-A-018
2661,J.C.I Bangladesh (Ay),Jctone,Liquid,Bhimras,AY-57-A-019
2662,J.C.I Bangladesh (Ay),Jcilivric,Liquid,Rohitakarista,AY-57-A-020
2663,J.C.I Bangladesh (Ay),Ashoka,Liquid,Ashokarista,AY-57-A-011
2664,J.C.I Bangladesh (Ay),Femin,Liquid,Chandanasav,AY-57-A-014
2665,J.C.I Bangladesh (Ay),Restorin,Liquid,Aswagandharista,AY-57-A-009
2666,J.C.I Bangladesh (Ay),Jiradin,Liquid,Jirakadyarista / Jirakarista,AY-57-A-003
2667,J.C.I Bangladesh (Ay),Balarjun,Liquid,Arjunarista,AY-57-A-013
2668,J.C.I Bangladesh (Ay),Peptrazin,Liquid,Mustakarista,AY-57-A-002
2669,J.C.I Bangladesh (Ay),Stoma-C,Liquid,Amalaki Rasayan,AY-57-A-010
2670,J.C.I Bangladesh (Ay),Haemoparila,Liquid,Saribadyarista,AY-57-A-005
2671,J.C.I Bangladesh (Ay),Vinotone,Liquid,Balarista,AY-57-A-012
2672,J.C.I Bangladesh (Ay),Siodex,Liquid,Draksharista,AY-57-A-004
2673,J.C.I Bangladesh (Ay),Restro-C,Semi-Solid,Chyabanprash,AY-57-A-008
2674,J.C.I Bangladesh (Ay),Vasakarista,Liquid,Vasakarista / Vasakasav,AY-57-A-001
2675,J.C.I Bangladesh (Ay),Menorex,Liquid,Punarnavasav,AY-57-A-006
2676,J.C.I Bangladesh (Ay),Urapen,Liquid,Gokhuradi Kwath,AY-57-A-007
2677,Jain Laboratories (Ay),Sionex,Liquid,Chandanasav,AY-185-A-001
2678,Jain Laboratories (Ay),Lico TM,Liquid,Patrangasav,AY-185-A-002
2679,Jain Laboratories (Ay),JP-Pithovit,Liquid,Balarista,AY-185-A-003
2680,Jain Laboratories (Ay),Pepsina,Liquid,Mustakarista,AY-185-A-004
2681,Jain Laboratories (Ay),Vinoplus,Liquid,Draksharista,AY-185-A-005
2682,Jain Laboratories (Ay),Acino,Liquid,Amalaki Rasayan,AY-185-A-006
2683,Jain Laboratories (Ay),Vasicin,Liquid,Vasakarista / Vasakasav,AY-185-A-007
2684,Jain Laboratories (Ay),Bacopa,Liquid,BrahmiRasayan / Sarswatarista,AY-185-A-008
2685,Jain Laboratories (Ay),Artefin,Capsule,Naradiya Mahalaskmi Bilas,AY-185-A-009
2686,Jain Laboratories (Ay),Harmony,Capsule,Maharaj Nripatiballiav,AY-185-A-010
2687,Jain Laboratories (Ay),Passonex,Capsule,Joubansatadal,AY-185-A-011
2688,Jain Laboratories (Ay),Orthomin,Capsule,Brihat Vat Gajangkush,AY-185-A-012
2689,Jain Laboratories (Ay),Lewrik,Capsule,Pradarantak Louha,AY-185-A-013
2690,Jain Laboratories (Ay),Extenze,Capsule,Brihat Purnachandra Ras,AY-185-A-014
2691,Jain Laboratories (Ay),Menstry,Liquid,Ashokarista,AY-185-A-015
2692,Jain Laboratories (Ay),Ilu,Capsule,Swarna Banga,AY-185-A-016
2693,Jain Laboratories (Ay),Bioton-Plus,Liquid,Dasamularista,AY-185-A-017
2694,Jain Laboratories (Ay),Bilo-Ten,Liquid,Rohitakarista,AY-185-A-018
2695,Jain Laboratories (Ay),Lax-N,Tablet,Icchabhedi Ras,AY-185-A-019
2696,Jain Laboratories (Ay),Pricodex,Oil (Liquid),Shri Gopal Taila,AY-185-A-020
2697,Jain Laboratories (Ay),Dashan Sanskar Churna,Semi-Solid,Dashan Sanskar Churna,AY-185-A-021
2698,Jain Laboratories (Ay),Tropen-al,Semi-Solid,Sukrasanjibani Modak,AY-185-A-022
2699,Jain Laboratories (Ay),Alviton,Semi-Solid,Chyabanprash,AY-185-A-023
2700,Jain Laboratories (Ay),JP-EM Power,Capsule,Makaradhwaj Ras,AY-185-A-024
2701,Jain Laboratories (Ay),Blofil,Capsule,Nimbadi Churna,AY-185-A-025
2702,Jain Laboratories (Ay),Liovix,Capsule,Jakridari Louha,AY-185-A-026
2703,Jain Laboratories (Ay),Lugyd,Capsule,Pushyanugn Churna,AY-185-A-027
2704,Jain Laboratories (Ay),Hydrocil,Capsule,Chandanadi Churna,AY-185-A-028
2705,Jain Laboratories (Ay),Mit,Capsule,Ratibilas Bati,AY-185-A-029
2706,Jain Laboratories (Ay),Bhimras,Liquid,Bhimras,AY-185-A-030
2707,Jain Laboratories (Ay),Javin,Capsule,Saraswata Churna,AY-185-A-031
2708,Jain Laboratories (Ay),Gasofin,Capsule,Abipattikar Churna,AY-185-A-032
2709,Jain Laboratories (Ay),Saral,Semi-Solid,Haritaki Khanda / Amrita Haritaki,AY-185-A-034
2710,Jain Laboratories (Ay),Talishadi Churna,Capsule,Talishadi Churna,AY-185-A-035
2711,Jain Laboratories (Ay),Raja Prabartini Bati,Capsule,Raja Prabartini Bati,AY-185-A-036
2712,Jain Laboratories (Ay),Zymo,Tablet,Vaskar Lavan,AY-185-A-037
2713,Jain Laboratories (Ay),JP OM,Capsule,Mahasankha Bati,AY-185-A-033
2714,Jain Laboratories (Ay),Ginkgo Biloba,Capsule,Ginkgo Biloba 120 mg,AY-185-A-038
2715,Jain Laboratories (Ay),Dasanga Kwath,Liquid,Dasanga Kwath,AY-185-A-039
2716,Jain Laboratories (Ay),Avocado,Ointment,Avocado,AY-185-A-040
2717,Jain Laboratories (Ay),Hwema Bark,Liquid,Hwema Drink 2 gm/100 ml,AY-185-A-041
2718,Jain Laboratories (Ay),Satamul,Liquid,Sotamul,AY-185-A-042
2719,Jain Laboratories (Ay),Jambolan,Liquid,Jambolan / Syzygium,AY-185-A-043
2720,Jain Laboratories (Ay),Colchicum,Tablet,Colchicum,AY-185-A-044
2721,Jain Laboratories (Ay),Birch,Gel,Birch,AY-185-A-045
2722,Jain Laboratories (Ay),Pushparaj Prasarani,Oil (Liquid),Pusparaj Prasarani Taila,AY-185-A-046
2723,Jain Laboratories (Ay),Mahabhringaraj Taila,Oil (Liquid),Mahabhringaraj Taila,AY-185-A-047
2724,Jain Laboratories (Ay),Gandhak Malam,Ointment,Gandhakadi Malahar / Gandhak Malam,AY-185-A-048
2725,Jain Laboratories (Ay),Lila Bilas,Capsule,Lilabilas,AY-185-A-049
2726,Jain Laboratories (Ay),Aswagandharista,Liquid,Aswagandharista,AY-185-A-050
2727,Jain Laboratories (Ay),Kamini Vidravan Ras,Capsule,Kamini Vidravan Ras,AY-185-A-051
2728,Jain Laboratories (Ay),Sanjivani Rasayan,Liquid,Sanjivani Rasayan,AY-185-A-052
2729,Jain Laboratories (Ay),Amlapittantak Ras,Capsule,Amlapittantak Ras,AY-185-A-053
2730,Jain Laboratories (Ay),Batrakhashi Taila,Oil (Liquid),Batrakhashi Taila,AY-185-A-054
2731,Jain Laboratories (Ay),Swaskaschintamoni,Capsule,Swaskaschintamoni,AY-185-A-055
2732,Jain Laboratories (Ay),Nagendra Bati,Capsule,Nagendra Bati,AY-185-A-056
2733,Jakaria Ayurved Aushadhalaya,Naba Uddipon,Liquid,Chandanasav,AY-75-A-1
2734,Jakaria Ayurved Aushadhalaya,Rhed Shanti,Liquid,Arjunarista,AY-75-A-2
2735,Jakaria Ayurved Aushadhalaya,Asthmaton,Liquid,Draksharista,AY-75-A-3
2736,Jakaria Ayurved Aushadhalaya,Leucorol,Liquid,Ashokarista,AY-75-A-4
2737,Jakaria Ayurved Aushadhalaya,Jakovit,Liquid,Aswagandharista,AY-75-A-5
2738,Jakaria Ayurved Aushadhalaya,Cumini,Liquid,Patrangasav,AY-75-A-6
2739,Jakaria Ayurved Aushadhalaya,Jakoton,Liquid,Dasamularista,AY-75-A-7
2740,Jakaria Ayurved Aushadhalaya,Jarari,Liquid,Amritarista,AY-75-A-8
2741,Jakaria Ayurved Aushadhalaya,Gasolean,Liquid,Jirakadyarista / Jirakarista,AY-75-A-9
2742,Jakaria Ayurved Aushadhalaya,Livasave,Liquid,Rohitakarista,AY-75-A-10
2743,Jakaria Ayurved Aushadhalaya,Vasakarista,Liquid,Vasakarista / Vasakasav,AY-75-A-11
2744,Jakaria Ayurved Aushadhalaya,Jakopep,Liquid,Mustakarista,AY-75-A-12
2745,Jakaria Ayurved Aushadhalaya,Batshulary,Liquid,Balarista,AY-75-A-13
2746,Jakaria Ayurved Aushadhalaya,Amanol Liquid,Liquid,Kutajarista,AY-75-A-14
2747,Jakaria Ayurved Aushadhalaya,Louhsav,Liquid,Louhasav,AY-75-A-15
2748,Jakaria Ayurved Aushadhalaya,Saribadi,Liquid,Saribadi,AY-75-A-16
2749,Jakaria Ayurved Aushadhalaya,Roktoshuddi,Liquid,Saribadyarista,AY-75-A-17
2750,Jakaria Ayurved Aushadhalaya,Amalaki Rasayan,Liquid,Amalaki Rasayan,AY-75-A-18
2751,Jakaria Ayurved Aushadhalaya,Sukra Sanjibani,Semi-Solid,Sukrasanjibani Modak,AY-75-A-19
2752,Jakaria Ayurved Aushadhalaya,Chyaban Prash,Semi-Solid,Chyabanprash,AY-75-A-20
2753,Jakaria Ayurved Aushadhalaya,Genova,Liquid,BrahmiRasayan / Sarswatarista,AY-75-A-21
2754,Jakaria Ayurved Aushadhalaya,Pilac,Liquid,Abhayarista,AY-75-A-22
2755,Jakaria Ayurved Aushadhalaya,Diaberry,Liquid,Jambadyarista,AY-75-A-23
2756,Jakaria Ayurved Aushadhalaya,Citronex,Liquid,Meharaj,AY-75-A-24
2757,Jakaria Ayurved Aushadhalaya,Vaskar Lavan,Powder,Vaskar Lavan,AY-75-A-25
2758,Jakaria Ayurved Aushadhalaya,Kalameghasav,Liquid,Kalameghasav,AY-75-A-26
2759,Jakaria Ayurved Aushadhalaya,Batary,Liquid,Batari,AY-75-A-27
2760,Jakaria Ayurved Aushadhalaya,Krimina,Tablet,Krimi Mudgar Ras,AY-75-A-28
2761,Jakaria Ayurved Aushadhalaya,Serpisol,Tablet,Nidrakar Bati,AY-75-A-29
2762,Jakaria Ayurved Aushadhalaya,Jaskin,Malam,Gandhakadi Malahar / Gandhak Malam,AY-75-A-30
2763,Jakaria Ayurved Aushadhalaya,Amanol Tablet,Tablet,Maharaj Nripatiballiav,AY-75-A-31
2764,Jakaria Ayurved Aushadhalaya,Pergen,Tablet,Icchabhedi Ras,AY-75-A-32
2765,Jakaria Ayurved Aushadhalaya,Trocon,Tablet,Naradiya Mahalaskmi Bilas,AY-75-A-33
2766,Jakaria Ayurved Aushadhalaya,Hemax,Tablet,Kamini Vidravan Ras,AY-75-A-34
2767,Jakaria Ayurved Aushadhalaya,Oster,Tablet,Vat Gajangkus,AY-75-A-35
2768,Jakaria Ayurved Aushadhalaya,Capra,Tablet,Raja Prabartini Bati,AY-75-A-36
2769,Janoshasthaya Laboratories (Ayurvedic),Gynosef,Liquid,Patrangasav,AY-058-A-001
2770,Janoshasthaya Laboratories (Ayurvedic),J-Citrix,Liquid,Chandanasav,AY-058-A-002
2771,Janoshasthaya Laboratories (Ayurvedic),J-Mucus,Liquid,Kutajarista,AY-058-A-003
2772,Janoshasthaya Laboratories (Ayurvedic),J-Proton,Liquid,Arjunarista,AY-058-A-004
2773,Janoshasthaya Laboratories (Ayurvedic),Iroplex,Liquid,Ashokarista,AY-058-A-005
2774,Janoshasthaya Laboratories (Ayurvedic),Rubiton,Liquid,Aswagandharista,AY-058-A-006
2775,Janoshasthaya Laboratories (Ayurvedic),Janovas,Liquid,Draksharista,AY-058-A-007
2776,Janoshasthaya Laboratories (Ayurvedic),Amalaki Rasayan,Liquid,Amalaki Rasayan,AY-058-A-008
2777,Janoshasthaya Laboratories (Ayurvedic),Chyabanprash,Modak,Chyabanprash,AY-058-A-009
2778,Janoshasthaya Laboratories (Ayurvedic),Jirakadyarista,Liquid,Jirakadyarista / Jirakarista,AY-058-A-010
2779,Janoshasthaya Laboratories (Ayurvedic),Janorist,Liquid,Balarista,AY-058-A-011
2780,Janoshasthaya Laboratories (Ayurvedic),Janomina,Liquid,Mustakarista,AY-058-A-012
2781,Janoshasthaya Laboratories (Ayurvedic),Xplay,Capsule,Ashwagandha (Winter Cherry),AY-58-A-013
2782,Janoshasthaya Laboratories (Ayurvedic),Janocin,Capsule,Belladonna,AY-58-A-014
2783,Janoshasthaya Laboratories (Ayurvedic),Rheupain,Capsule,Capsicum 500 mg,AY-58-A-015
2784,Janoshasthaya Laboratories (Ayurvedic),Ginseng,Capsule,Ginseng,AY-58-A-016
2785,Janoshasthaya Laboratories (Ayurvedic),Rehmania,Capsule,Rehmania,AY-58-A-017
2786,Janoshasthaya Laboratories (Ayurvedic),Janocap,Capsule,Rauwolfia,AY-58-A-018
2787,Janoshasthaya Laboratories (Ayurvedic),J-Ginsin,Liquid,Ginseng,AY-58-A-019
2788,Janoshasthaya Laboratories (Ayurvedic),J-Kalomeg,Liquid,Kalamegh,AY-58-A-020
2789,Janoshasthaya Laboratories (Ayurvedic),Alkushi,Capsule,Mucuna Pruriens,AY-58-A-021
2790,Janoshasthaya Laboratories (Ayurvedic),Ginger,Capsule,Ginger,AY-58-A-022
2791,Janoshasthaya Laboratories (Ayurvedic),Janofit,Capsule,Chirata,AY-58-A-023
2792,JIM Laboratories (Ayurvedic),Jim Vas,Liquid,Vasakarista / Vasakasav,AY-219-A-001
2793,JIM Laboratories (Ayurvedic),Jimkuli,Liquid,Chandanasav,AY-219-A-002
2794,JIM Laboratories (Ayurvedic),RohiJim,Liquid,Rohitakarista,AY-219-A-003
2795,JIM Laboratories (Ayurvedic),FolaJim,Liquid,Phalarista,AY-219-A-004
2796,JIM Laboratories (Ayurvedic),Jimorist,Liquid,Mustakarista,AY-219-A-005
2797,JIM Laboratories (Ayurvedic),VioJim,Liquid,Uddyam,AY-219-A-006
2798,JIM Laboratories (Ayurvedic),SanJim,Liquid,Sanjivani Rasayan,AY-219-A-007
2799,JIM Laboratories (Ayurvedic),DiaJim,Liquid,Jambadyarista,AY-219-A-008
2800,Jupiter Pharmaceutical (Ay),Jipisin,Liquid,Balarista,AY-16-A-008
2801,Jupiter Pharmaceutical (Ay),Womavid,Liquid,Dasamularista,AY-16-A-009
2802,Jupiter Pharmaceutical (Ay),Amlarie,Liquid,Amalaki Rasayan,AY-16-A-010
2803,Jupiter Pharmaceutical (Ay),Jupiliv,Liquid,Rohitakarista,AY-16-A-011
2804,Jupiter Pharmaceutical (Ay),Jupijen,Liquid,Sanjivani Rasayan,AY-16-A-012
2805,Jupiter Pharmaceutical (Ay),Jupiskin,Liquid,Saribadyarista,AY-16-A-013
2806,Jupiter Pharmaceutical (Ay),J-Zyme,Liquid,Mustakarista,AY-16-A-014
2807,Jupiter Pharmaceutical (Ay),Jupivas,Liquid,Vasakarista / Vasakasav,AY-16-A-015
2808,Jupiter Pharmaceutical (Ay),Prenor,Liquid,Ashokarista,AY-1-A-001
2809,Jupiter Pharmaceutical (Ay),Jupiron,Liquid,Louhasav,AY-1-A-002
2810,Jupiter Pharmaceutical (Ay),Jeroton,Liquid,Chyabanprash,AY-1-A-003
2811,Jupiter Pharmaceutical (Ay),Direx,Liquid,Kutajarista,AY-1-A-004
2812,Jupiter Pharmaceutical (Ay),Jiovas,Liquid,Brihat Basabaleha,AY-1-A-006
2813,Jupiter Pharmaceutical (Ay),Vitalex,Liquid,Aravindasav,AY-1-A-007
2814,Jupiter Pharmaceutical (Ay),Fivamol,Liquid,Amritarista,AY-1-A-005
2815,Kundeshwari Aushadhalaya Ltd (Ay),Amritarist,Liquid,Amritarista,AY-058-A-001
2816,Kundeshwari Aushadhalaya Ltd (Ay),Aravindasav,Liquid,Aravindasav,AY-058-A-217
2817,Kundeshwari Aushadhalaya Ltd (Ay),Abhayarista,Liquid,Abhayarista,AY-058-A-002
2818,Kundeshwari Aushadhalaya Ltd (Ay),Ashokarista,Liquid,Ashokarista,AY-058-A-006
2819,Kundeshwari Aushadhalaya Ltd (Ay),Aswagandharista,Liquid,Aswagandharista,AY-058-A-003
2820,Kundeshwari Aushadhalaya Ltd (Ay),Amlaki Rasayan,Liquid,Amalaki Rasayan,AY-058-A-008
2821,Kundeshwari Aushadhalaya Ltd (Ay),Kutajarista,Liquid,Kutajarista,AY-058-A-004
2822,Kundeshwari Aushadhalaya Ltd (Ay),Khadirarist,Liquid,Khadirarista,AY-058-A-014
2823,Kundeshwari Aushadhalaya Ltd (Ay),Jambadyarista,Liquid,Jambadyarista,AY-058-A-019
2824,Kundeshwari Aushadhalaya Ltd (Ay),Chandanasav,Liquid,Chandanasav,AY-058-A-018
2825,Kundeshwari Aushadhalaya Ltd (Ay),Jirakadyarista,Liquid,Jirakadyarista / Jirakarista,AY-058-A-010
2826,Kundeshwari Aushadhalaya Ltd (Ay),Dasamulaista (Ka),Liquid,Dasamularista (Kasturi),AY-058-A-013
2827,Kundeshwari Aushadhalaya Ltd (Ay),Dasamularist,Liquid,Dasamularista,AY-058-A-013
2828,Kundeshwari Aushadhalaya Ltd (Ay),Devadarvadyarista,Liquid,Devadarvadyarista,AY-058-A-206
2829,Kundeshwari Aushadhalaya Ltd (Ay),Drakharista,Liquid,Draksharista,AY-058-A-017
2830,Kundeshwari Aushadhalaya Ltd (Ay),Patrangasav,Liquid,Patrangasav,AY-058-A-009
2831,Kundeshwari Aushadhalaya Ltd (Ay),Arjunarista,Liquid,Arjunarista,AY-058-A-015
2832,Kundeshwari Aushadhalaya Ltd (Ay),Punarnavasav,Liquid,Punarnavasav,AY-058-A-248
2833,Kundeshwari Aushadhalaya Ltd (Ay),Prasarani Sandhan,Liquid,Prasarani Sandhan,AY-058-A-012
2834,Kundeshwari Aushadhalaya Ltd (Ay),Balarist,Liquid,Balarista,AY-058-A-015
2835,Kundeshwari Aushadhalaya Ltd (Ay),Vasakarista,Liquid,Vasakarista / Vasakasav,AY-058-A-026
2836,Kundeshwari Aushadhalaya Ltd (Ay),Maha Drakshaista,Liquid,Maha Draksharista,AY-058-A-023
2837,Kundeshwari Aushadhalaya Ltd (Ay),Mustakarista,Liquid,Mustakarista,AY-058-A-022
2838,Kundeshwari Aushadhalaya Ltd (Ay),Rohitakarista,Liquid,Rohitakarista,AY-058-A-024
2839,Kundeshwari Aushadhalaya Ltd (Ay),Lakshanarista,Liquid,Lakshanarista,AY-058-A-250
2840,Kundeshwari Aushadhalaya Ltd (Ay),Louhasav,Liquid,Louhasav,AY-058-A-027
2841,Kundeshwari Aushadhalaya Ltd (Ay),Brahmirasayan,Liquid,BrahmiRasayan / Sarswatarista,AY-058-A-021
2842,Kundeshwari Aushadhalaya Ltd (Ay),Saribadyarista,Liquid,Saribadyarista,AY-058-A-020
2843,Kundeshwari Aushadhalaya Ltd (Ay),Kanakasav,Liquid,Kanakasav,AY-058-A-005
2844,Kundeshwari Aushadhalaya Ltd (Ay),Saribadi,Liquid,Saribadi,AY-058-A-016
2845,Kundeshwari Aushadhalaya Ltd (Ay),Arjun Ghrita,Semi-Solid,Arjun Ghrita,AY-058-A-038
2846,Kundeshwari Aushadhalaya Ltd (Ay),Ashok Ghrita,Semi-Solid,Ashok Ghrita,AY-058-A-195
2847,Kundeshwari Aushadhalaya Ltd (Ay),Kumar Kalpadruma Ghrita,Semi-Solid,Kumar Kalpadruma Ghrita,AY-058-A-194
2848,Kundeshwari Aushadhalaya Ltd (Ay),Panchatikta Ghrita,Semi-Solid,Panchatikta Ghrita,AY-058-A-196
2849,Kundeshwari Aushadhalaya Ltd (Ay),Panchatikata Grita Guggulu,Semi-Solid,Panchatikta Grita Guggulu,AY-058-A-037
2850,Kundeshwari Aushadhalaya Ltd (Ay),Phalakalyan Ghrita,Semi-Solid,Phalakalyan Ghrita,AY-058-A-200
2851,Kundeshwari Aushadhalaya Ltd (Ay),Baharer Nani,Semi-Solid,Baharer Nani,AY-058-A-034
2852,Kundeshwari Aushadhalaya Ltd (Ay),Brihat Sagladha Ghrita,Semi-Solid,Brihat Chagaladya Ghrita,AY-058-A-036
2853,Kundeshwari Aushadhalaya Ltd (Ay),Sitakallan Ghrita,Semi-Solid,Sita Kalyan Ghrita,AY-058-A-032
2854,Kundeshwari Aushadhalaya Ltd (Ay),Kubja Prasarani Taila,Oil (Liquid),Kubja Prasarani Taila,AY-058-A-123
2855,Kundeshwari Aushadhalaya Ltd (Ay),Brihat Kasishadya Tila,Oil (Liquid),Brihat Kasishadya Tila,AY-058-A-221
2856,Kundeshwari Aushadhalaya Ltd (Ay),Trishati Prosaroni Taila,Oil (Liquid),Trisati Prasarani Taila,AY-058-A-120
2857,Kundeshwari Aushadhalaya Ltd (Ay),Premeha Taila,Oil (Liquid),Prameha Mihir Taila,AY-058-A-228
2858,Kundeshwari Aushadhalaya Ltd (Ay),Batraj Taila,Oil (Liquid),Batraj Taila,AY-058-A-107
2859,Kundeshwari Aushadhalaya Ltd (Ay),Brihat Surendra Taila,Oil (Liquid),Bayuchaya Surendra Taila,AY-058-A-116
2860,Kundeshwari Aushadhalaya Ltd (Ay),Madhyam Narayan Taila,Oil (Liquid),Madhyam Narayan Taila,AY-058-A-225
2861,Kundeshwari Aushadhalaya Ltd (Ay),Mahabhringaraj Taila,Oil (Liquid),Mahabhringaraj Taila,AY-058-A-219
2862,Kundeshwari Aushadhalaya Ltd (Ay),Mahamash Taila,Oil (Liquid),Mahamash Taila,AY-058-A-224
2863,Kundeshwari Aushadhalaya Ltd (Ay),Shri Gopal Taila,Oil (Liquid),Shri Gopal Taila,AY-058-A-114
2864,Kundeshwari Aushadhalaya Ltd (Ay),Saptaprasta Mahamash Taila,Oil (Liquid),Saptaprasta Mahamash Taila,AY-058-A-111
2865,Kundeshwari Aushadhalaya Ltd (Ay),Sharbindu Taila,Oil (Liquid),Sharabindu Taila,AY-058-A-115
2866,Kundeshwari Aushadhalaya Ltd (Ay),Himsagar Taila,Oil (Liquid),Himsagar Taila,AY-058-A-222
2867,Kundeshwari Aushadhalaya Ltd (Ay),Icchabhedi Ras,Tablet,Icchabhedi Ras,AY-058-A-044
2868,Kundeshwari Aushadhalaya Ltd (Ay),Karpur Ras,Tablet,Karpur Ras,AY-058-A-174
2869,Kundeshwari Aushadhalaya Ltd (Ay),Kankayan Gudika,Tablet,Kankayan Gudika,AY-058-A-045
2870,Kundeshwari Aushadhalaya Ltd (Ay),Kamini Vidravan Ras,Tablet,Kamini Vidravan Ras,AY-058-A-046
2871,Kundeshwari Aushadhalaya Ltd (Ay),Krishna Chuturmukh,Tablet,Krishna Chaturmukha,AY-058-A-176
2872,Kundeshwari Aushadhalaya Ltd (Ay),Guduchydi Louha,Tablet,Guduchydi Louha,AY-058-A-151
2873,Kundeshwari Aushadhalaya Ltd (Ay),Chaturbhuja Ras,Tablet,Chaturbhuja Ras,AY-058-A-049
2874,Kundeshwari Aushadhalaya Ltd (Ay),Chandramrita Ras,Tablet,Chandramrita Ras,AY-058-A-54
2875,Kundeshwari Aushadhalaya Ltd (Ay),Chandrangshu Ras,Tablet,Chandrangshu Ras,AY-058-A-051
2876,Kundeshwari Aushadhalaya Ltd (Ay),Chandraprava Gudika,Tablet,Chandraprabha Gudika,AY-058-A-154
2877,Kundeshwari Aushadhalaya Ltd (Ay),Chandraprava Batika,Tablet,Chandraprabha Batika,AY-058-A-053
2878,Kundeshwari Aushadhalaya Ltd (Ay),Chintamoni Chaturmukha,Tablet,Chintamani Chaturmukha,AY-058-A-140
2879,Kundeshwari Aushadhalaya Ltd (Ay),Tarakeswar Ras,Tablet,Tarakeswar,AY-058-A-055
2880,Kundeshwari Aushadhalaya Ltd (Ay),Nardiya Mahalaksmi Bilas,Tablet,Naradiya Mahalaskmi Bilas,AY-058-A-060
2881,Kundeshwari Aushadhalaya Ltd (Ay),Nabayas Louha,Tablet,Nabayas Louha,AY-058-A-056
2882,Kundeshwari Aushadhalaya Ltd (Ay),Nasta Puspantak Ras,Tablet,Nasta Puspantak Ras,AY-058-A-065
2883,Kundeshwari Aushadhalaya Ltd (Ay),Pradantak Ras,Tablet,Pradarantak Ras,AY-058-A-062
2884,Kundeshwari Aushadhalaya Ltd (Ay),Pradarantak Louha,Tablet,Pradarantak Louha,AY-058-A-063
2885,Kundeshwari Aushadhalaya Ltd (Ay),Prameha Chintamoni,Tablet,Prameha Chintamani,AY-058-A-172
2886,Kundeshwari Aushadhalaya Ltd (Ay),Vat Gajendra Singha,Tablet,Vat Gajendra Singha,AY-058-A-065
2887,Kundeshwari Aushadhalaya Ltd (Ay),Basanta Kushumkar Ras,Tablet,Basantakusumakar Ras (Prameha),AY-058-A-067
2888,Kundeshwari Aushadhalaya Ltd (Ay),Birangadi Louha,Tablet,Biranga Louha,AY-058-A-066
2889,Kundeshwari Aushadhalaya Ltd (Ay),Brihat Agnikumar Ras,Tablet,Brihat Agnikumar Ras (Agnimandaya),AY-058-A-070
2890,Kundeshwari Aushadhalaya Ltd (Ay),Brihat Khadir Bati,Tablet,Brihat Khadir Batika,AY-058-A-074
2891,Kundeshwari Aushadhalaya Ltd (Ay),Brihat Chandradya Makardawja,Tablet,Brihat Chandrodaya Makardwaja,AY-058-A-069
2892,Kundeshwari Aushadhalaya Ltd (Ay),Brihat Purnachandra Ras,Tablet,Brihat Purnachandra Ras,AY-058-A-075
2893,Kundeshwari Aushadhalaya Ltd (Ay),Brihat Bangshar,Tablet,Brihat Bangeswar,AY-058-A-073
2894,Kundeshwari Aushadhalaya Ltd (Ay),Brihat Vat Gajangkush,Tablet,Brihat Vat Gajangkush,AY-058-A-077
2895,Kundeshwari Aushadhalaya Ltd (Ay),Brohat bat Chintamani,Tablet,Brihat Bat Chintamani,AY-058-A-076
2896,Kundeshwari Aushadhalaya Ltd (Ay),Brihat Sarvajwar Har Louha,Tablet,Brihat Sarvajwar Har Louha,AY-058-A-078
2897,Kundeshwari Aushadhalaya Ltd (Ay),Brihat Somnath Ras,Tablet,Brihat Somnath Ras,AY-058-A-083
2898,Kundeshwari Aushadhalaya Ltd (Ay),Makardwaj Ras,Tablet,Makaradhwaj Ras,AY-058-A-084
2899,Kundeshwari Aushadhalaya Ltd (Ay),Pittantak Ras,Tablet,Pittantak Ras,AY-058-A-155
2900,Kundeshwari Aushadhalaya Ltd (Ay),Maharaj Nripatiballiav,Tablet,Maharaj Nripatiballiav,AY-058-A-089
2901,Kundeshwari Aushadhalaya Ltd (Ay),Mahasankha Bati,Tablet,Mahasankha Bati,AY-058-A-090
2902,Kundeshwari Aushadhalaya Ltd (Ay),Manikya Ras,Tablet,Manikya Ras,AY-058-A-091
2903,Kundeshwari Aushadhalaya Ltd (Ay),Mehamudgar,Tablet,Meha Mudgar,AY-058-A-092
