SL,Name of the Manufacturer,Brand Name,Dosages Description,Generic Name and Strength,DAR
492,Ibn Sina Natural Medicine Ltd. (Herbal Division),Carob,Capsule,D Chiro Inositol (Carob),012-029-94
493,Ibn Sina Natural Medicine Ltd. (Herbal Division),Bacigut 9,Capsule,Probiotic Blend,012-030-94
494,Ibn Sina Natural Medicine Ltd. (Herbal Division),Rebio Kids,Powder,Probiotic Preparation (Ready to Fill Probiotic & Prebiotic Mixture),012-031-94
495,Ibn Sina Natural Medicine Ltd. (Herbal Division),Colagen Plus,Capsule,Chondroitin + Glucosamine + Undenatured Type II Collagen,012-032-94
496,Ibn Sina Natural Medicine Ltd. (Herbal Division),Enzy Q 100,Capsule,Coenzyme Q-10,012-033-94
497,Ibn Sina Natural Medicine Ltd. (Herbal Division),Enzy Q 200,Capsule,Coenzyme Q-10,012-034-94
498,Ibn Sina Natural Medicine Ltd. (Herbal Division),Isabgul N,Powder,Ispaghula Husk,012-035-94
499,Idrul Herbal and Nutraceuticals,Spirucap,Capsule,Spirulina,026-0001-94
500,Idrul Herbal and Nutraceuticals,Spirucap 500,Capsule,Spirulina,026-0002-94
501,Idrul Herbal and Nutraceuticals,CN-Ton,Capsule,Ginkgo,026-0003-94
502,Idrul Herbal and Nutraceuticals,Gingcap,Capsule,Ginseng,026-0004-94
503,Idrul Herbal and Nutraceuticals,Valton,Capsule,Valerian,026-0005-94
504,Idrul Herbal and Nutraceuticals,Relax-on,Capsule,St. John's Wort,026-0006-94
505,Idrul Herbal and Nutraceuticals,Relax-on 500,Capsule,St. John's Wort,026-0007-94
506,Idrul Herbal and Nutraceuticals,Allium Sativa,Capsule,Garlic,026-0008-94
507,Idrul Herbal and Nutraceuticals,Livton,Capsule,Silymarin,026-0009-94
508,Idrul Herbal and Nutraceuticals,Vascof,Syrup,Adhatoda Vasica,026-0010-94
509,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Fiberlax Ultra,Effervescent Granules,Ispaghula Husk + Mebeverine,030-012-94
510,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Synogen Plus,Tablet,Chondroitin Sulfate + Collagen II + Glucosamine Sulfate Potassium Chloride,030-028-94
511,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Femorose 1000,Soft Gelatin Capsule,Evening Primrose Oil,030-019-94
512,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Cran-B,Soft Gelatin Capsule,Cranberry Concentrate Powder,030-016-94
513,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Luvena,Capsule,Lactobacillus rhamnosus GR-1 and Lactobacillus reuteri RC-14 blend,030-015-94
514,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Zerova,Tablet,Steviol Glycosides,030-018-94
515,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Synogen Tablet,Tablet,Undenatured Type II Collagen,030-020-94
516,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Welgut,Capsule,Bifidobacterium Lactis (Bi-04) + Bifidobacterium Lactis (Bi-07) + Lactobacillus acidophillus (NCFM) + Lactobacillus Paracasei (Lpc-37),030-021-94
517,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Lactocard,Capsule,lactobacillus Reuteri,030-022-94
518,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Imugen,Capsule,Bifidobacterium Lactis + Lactobacillus Acidophillus,030-023-94
519,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Prodigest,Capsule,Bifidobacterium Lactis + Lactobacillus Acidophillus,030-024-94
520,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Prolaxan,Capsule,Lactobacillus rhamnosus GR-1 and Lactobacillus reuteri RC-14 blend,030-027-94
521,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Gastrolax,Granules,Ispaghula Husk + Ispaghula Seed + Tinnevelly Senna Pods,030-014-94
522,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Pearl-B1,Tablet,Biotin,030-029-94
523,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Pearl-B 2.5,Tablet,Biotin,030-030-94
524,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Goslim Capsule,Capsule,White Kidney Bean Extract,030-033-94
525,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Livasil 140,Capsule,Milk Thistle,030-007-94
526,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Premelos 120,Capsule,Ginkgo,030-008-94
527,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Procold 500,Capsule,Echinacea,030-009-94
528,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Remocof,Syrup,Basak + Darchini + Elach + Gul Marich + Haritaki + Jashthi Madhu + Karkat Sringi + Katfal + Kur + Labanga + Pipul + Sunthi + Tejpata,030-006-94
529,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Zerova,Powder for Suspension,Steviol Glycosides,030-017-94
530,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Chirolin,Capsule,D Chiro Inositol (Carob),030-036-94
531,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Aztacap 2,Capsule,Astaxanthin,030-037-94
532,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Aztacap 4,Capsule,Astaxanthin,030-038-94
533,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Femorose 500,Capsule,Evening Primrose Oil,030-010-94
534,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Protinavit 500,Capsule,Spirulina,030-011-94
535,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Mestiza 40,Capsule,Black Cohosh,030-013-94
536,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Eziflex,Capsule,Montmoirency Tart Cherry Powder,030-031-94
537,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Synogen Alfa,Capsule,Boswellia Serrata Extract + Undenatured Type II Collagen,030-032-94
538,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Q Care 50,Capsule,Coenzyme Q-10,030-034-94
539,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Q Care 100,Capsule,Coenzyme Q-10,030-035-94
540,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Fiberlax Effervescent Granules,Powder,Ispaghula Husk,030-001-94
541,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Recoseng 500 Capsule,Capsule,Panax Ginseng,030-002-94
542,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Livasil 70 Capsule,Capsule,Silymarin,030-003-94
543,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Premelos 60,Capsule,Ginkgo,030-004-94
544,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Rimodep 300 Capsule,Capsule,St. John's Wort,030-005-94
545,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Synogen,Tablet,Undenatured Type II Collagen,030-026-94
546,"Incepta Pharmaceuticals Ld., Herbal and  Neutricare Division",Healgut,Capsule,Lactobabacillus Plantarum,030-025-94
547,KD Laboratories (Herbal),Clove Oil,Oil (Liquid),Clove (Liquid),036-001-94
548,KD Laboratories (Herbal),Cranberry,Liquid,Cranberry Concentrate Powder,036-002-94
549,KD Laboratories (Herbal),KD Diajoy,Tablet,Gurmar,036-003-94
550,KD Laboratories (Herbal),KD Asthma Reviver,Capsule,Black Seed Oil,036-004-94
551,KD Laboratories (Herbal),Doctor Piles,Tablet,Sona pata,036-005-94
552,KD Laboratories (Herbal),Men's For Ever,Capsule,Ginseng,036-006-94
553,KD Laboratories (Herbal),Doctor Piles,Cream,Sona pata,036-007-94
554,KD Laboratories (Herbal),KD Mother Care,Lotion,Grape Seed Extract,036-008-94
555,KD Laboratories (Herbal),KD Herbal Tea,Powder,Basak,036-009-94
556,KD Laboratories (Herbal),KD Mesta Guard,Cream,St. John's Wort,036-010-94
557,KD Laboratories (Herbal),KD Chondramukhi,Cream,Curcuma Longa,036-011-94
558,KD Laboratories (Herbal),Chuly Guard,Cream,Evening Primrose Oil,036-012-94
559,KD Laboratories (Herbal),St. John's Wort Body Care,Liquid,St. John's Wort,036-013-94
560,KD Laboratories (Herbal),KD Alovera,Liquid,Aloevera,036-016-94
561,KD Laboratories (Herbal),KD Reno Vatio Care,Cream,Lavender (Lavendula Angustifolia),036-015-94
562,KD Laboratories (Herbal),KD Herbal Drinks,Liquid,Gurmar,036-014-94
563,Kemiko Pharmaceuticals Ltd. (Herbal Division),Isulax,Powder,Ispaghula Husk,017-0007-94
564,Kemiko Pharmaceuticals Ltd. (Herbal Division),Painthol,Muscle Rub,Camphor (Cinnamomum Camphora) + Capsicum / Cayeni + Menthol (Mentha Piperita) + Wintergreen (Gaultheria Procumbens),017-0006-94
565,Kemiko Pharmaceuticals Ltd. (Herbal Division),Probilak,Capsule,Lactobacillus Acidophillus,017-008-94
566,Kemiko Pharmaceuticals Ltd. (Herbal Division),Menopa,Capsule,Black Cohosh,017-009-94
567,Kemiko Pharmaceuticals Ltd. (Herbal Division),Garsol,Capsule,Garlic,017-0004-94
568,Kemiko Pharmaceuticals Ltd. (Herbal Division),Kofsol,Syrup,Adhatoda Vasica,017-0005-94
569,Kemiko Pharmaceuticals Ltd. (Herbal Division),Pavitex,Syrup,Panax Ginseng,017-013-94
570,Kemiko Pharmaceuticals Ltd. (Herbal Division),Pine Gold,Capsule,Pine Bark Extracts,017-014-94
571,Kemiko Pharmaceuticals Ltd. (Herbal Division),Biogen X,Tablet,Colchicine + Collagen II,017-015-94
572,Kemiko Pharmaceuticals Ltd. (Herbal Division),Pavitex,Capsule,Ginseng,017-0001-94
573,Kemiko Pharmaceuticals Ltd. (Herbal Division),Altiver,Capsule,Ginkgo,017-0003-94
574,Kemiko Pharmaceuticals Ltd. (Herbal Division),John's 3oo mg,Capsule,St. John's Wort,017-0002-94
575,Kemiko Pharmaceuticals Ltd. (Herbal Division),K-rulina,Capsule,Spirulina,017-010-94
576,Kemiko Pharmaceuticals Ltd. (Herbal Division),Prostanor,Capsule,Saw Palmetto,017-011-94
577,Kemiko Pharmaceuticals Ltd. (Herbal Division),Livaboost,Capsule,Silymarin,017-012-94
578,Mediearth Ltd. (Herbal Division),Basaka Syrup,Syrup,Basak,039-001-94
579,Mediearth Ltd. (Herbal Division),Ginkgo Biloba 120,Capsule,Ginkgo Biloba,039-002-94
580,Mediearth Ltd. (Herbal Division),Ginkgo Biloba 80,Capsule,Ginkgo Biloba,039-003-94
581,Mediearth Ltd. (Herbal Division),Ginkgo Biloba 60,Capsule,Ginkgo Biloba,039-004-94
582,Mediearth Ltd. (Herbal Division),Echinacea,Capsule,Echinacea,039-005-94
583,Mediearth Ltd. (Herbal Division),St. John's Wort,Capsule,St. John's Wort,039-006-94
584,Mediearth Ltd. (Herbal Division),Black Cohosh,Capsule,Black Cohosh,039-007-94
585,Mediearth Ltd. (Herbal Division),Biotin,Tablet,Biotin,039-008-94
586,Mediearth Ltd. (Herbal Division),Lutein Plus,Capsule,Lutein (Powder) + Zeaxanthin,039-009-94
587,Mediearth Ltd. (Herbal Division),Melatonin,Capsule,Melatonin,039-010-94
588,Mediearth Ltd. (Herbal Division),Youhimbe Bark,Tablet,Yohimbine Hydrochloride,039-011-94
589,Medimet Herbal and Nutraceuticals,Wort 300 mg,Capsule,St. John's Wort,009-0001-94
590,Medimet Herbal and Nutraceuticals,Ginkoba,Capsule,Ginkgo,009-0002-94
591,Medimet Herbal and Nutraceuticals,Giseng,Capsule,Ginseng,009-0003-94
592,Medimet Herbal and Nutraceuticals,Stev,Tablet,Stevia Leave Powder,009-0004-94
593,Medimet Herbal and Nutraceuticals,Provit,Capsule,Spirulina,009-0005-94
594,Medimet Herbal and Nutraceuticals,Silym 70,Capsule,Silymarin,009-0006-94
595,Mirco Neutricare (Herbal),Alit,Capsule,Silymarin,054-007-94
596,Mirco Neutricare (Herbal),Yocon,Capsule,Yohimbine Hydrochloride,054-008-94
597,Mirco Neutricare (Herbal),Lacto-B,Capsule,Bifidobacterium bifidum + Fructo-Oligosaccharide + Lactobacillus Acidophillus + Lactobacillus Bulgaricus,054-009-94
598,Mirco Neutricare (Herbal),Fegin,Capsule,Dongque,054-010-94
599,Mirco Neutricare (Herbal),Maxtrol,Capsule,Red Clover,054-011-94
600,Mirco Neutricare (Herbal),Savim,Capsule,Ashwagandha + Kosturi Lata,054-012-94
601,Mirco Neutricare (Herbal),Apato,Capsule,Bhui Amla,054-013-94
602,Mirco Neutricare (Herbal),E-Rose,Capsule,Evening Primrose Oil,054-014-94
603,Mirco Neutricare (Herbal),FE-SAF,Capsule,Chaste Tree,054-015-94
604,Mirco Neutricare (Herbal),Suncap,Capsule,Evening Primrose Oil,054-024-94
605,Mirco Neutricare (Herbal),Ovagud,Capsule,Myo Inositol + Vitex Eagnus Extract,054-025-94
606,Mirco Neutricare (Herbal),Macuvus,Capsule,Bilberry Fruits,054-026-94
607,Mirco Neutricare (Herbal),Deflora,Capsule,Bifidobacterium Longum + Inulin Prebiotic + Lactobacillus Acidophillus + Streptococcus Thermphilus + Xylo-oligosaccharide,054-027-94
608,Mirco Neutricare (Herbal),Germina,Capsule,Probiotic Saccharomyces Boulardii,054-028-94
609,Mirco Neutricare (Herbal),G-Lacta,Capsule,Ashwagandha + Doodhi + Jivanti + Lasuna (Allium Sativum) + Methi Seed + Shatavari (Aspargus recemosus) + Vidharikand,054-029-94
610,Mirco Neutricare (Herbal),Pagatil,Capsule,Wild Yam Extract 400 mg,054-030-94
611,Mirco Neutricare (Herbal),Valedin,Capsule,Valerian,054-031-94
612,Mirco Neutricare (Herbal),Us-Biotin,Capsule,Biotin,054-032-94
613,Mirco Neutricare (Herbal),Creon-D,Capsule,Elemental Calcium + Vitamin D3 + Vitamin K2 (Menaquinone-7,054-033-94
614,Mirco Neutricare (Herbal),Hanabiratake,Capsule,Sparassis Crispa,054-034-94
615,Mirco Neutricare (Herbal),Zantox,Capsule,Lutein (Powder) + Zeaxanthin,054-035-94
616,Mirco Neutricare (Herbal),Loba-60,Capsule,Ginkgo,054-0001-94
617,Mirco Neutricare (Herbal),Renshen,Capsule,Ginseng,054-0002-94
618,Mirco Neutricare (Herbal),Minso,Capsule,St. John's Wort,054-0003-94
619,Mirco Neutricare (Herbal),Meto,Capsule,Saw Palmetto,054-0004-94
620,Mirco Neutricare (Herbal),Platen,Capsule,Spirulina,054-0005-94
621,Mirco Neutricare (Herbal),Purea,Capsule,Echinacea,054-0006-94
622,Mirco Neutricare (Herbal),Black Seed,Capsule,Nigella Sativa,054-016-94
623,Mirco Neutricare (Herbal),Bee Pollen 500 mg,Capsule,Bee Pollen,054-017-94
624,Mirco Neutricare (Herbal),Aloe Vera,Capsule,Aloevera,054-018-94
625,Mirco Neutricare (Herbal),Ocovus,Capsule,Bilberry Fruits,054-019-94
626,Mirco Neutricare (Herbal),Coenzyme Q10,Capsule,Coenzyme Q-10,054-020-94
627,Mirco Neutricare (Herbal),Biotin,Capsule,Biotin,054-021-94
628,Mirco Neutricare (Herbal),Makrel,Capsule,Omega 3 Fish Oil,054-022-94
629,Mirco Neutricare (Herbal),Chitos,Capsule,Chiotosan,054-023-94
630,Modern Drug (Herbal),Ginmex,Capsule,Ginseng,021-0001-94
631,Modern Drug (Herbal),Herbopam,Capsule,St. John's Wort,021-0002-94
632,Modern Drug (Herbal),PVD,Capsule,Ginkgo,021-0003-94
633,Modern Drug (Herbal),Prostasave,Capsule,Saw Palmetto,021-0004-94
634,Modern Drug (Herbal),Cardotea,Tablet,Green Tea,021-0005-94
635,Modern Herbal Pharmaceuticals,Ashwagandha & Kosturi Lata,Capsule,Ashwagandha + Kosturi Lata,003-0007-94
636,Modern Herbal Pharmaceuticals,Sarpagondha,Syrup,Sarpagondha,003-0008-94
637,Modern Herbal Pharmaceuticals,Garlic 300 mg,Capsule,Garlic,003-0001-94
638,Modern Herbal Pharmaceuticals,Spirulina 450 mg,Capsule,Spirulina,003-0002-94
639,Modern Herbal Pharmaceuticals,Ginko Biloba 40 mg,Tablet,Ginkgo,003-0003-94
640,Modern Herbal Pharmaceuticals,Ginseng,Capsule,Ginseng,003-0004-94
641,Modern Herbal Pharmaceuticals,Stevia 500 mg,Tablet,Stevia Leave Powder,003-0005-94
642,Modern Herbal Pharmaceuticals,Green Tea 500 mg,Tablet,Green Tea,003-0006-94
643,Neoventis Biotech Herbal & Nutraceuticals,Persly,Capsule,Spirulina,019-015-94
644,Neoventis Biotech Herbal & Nutraceuticals,Fatycid,Capsule,Omega 7 Powder Extract,019-016-94
645,Neoventis Biotech Herbal & Nutraceuticals,Bacila,Pediatric Drops,Lactobacillus Rhamnosus,019-017-94
646,Neoventis Biotech Herbal & Nutraceuticals,Biore,Powder,Saccharomyces Boulardii,019-018-94
647,Neoventis Biotech Herbal & Nutraceuticals,Polit,Soap Bar,Activated Charcoal + Neem Oil + Tea Tre Oil 1%,019-019-94
648,Neoventis Biotech Herbal & Nutraceuticals,Biositol,Tablet,Myo Inositol + Vitex Agnus,019-020-94
649,Neoventis Biotech Herbal & Nutraceuticals,Estrogen,Capsule,Red Clover,019-021-94
650,Neoventis Biotech Herbal & Nutraceuticals,Otubic,Capsule,Inulin + Lactobacillus Helveticus,019-022-94
651,Neoventis Biotech Herbal & Nutraceuticals,Biohydra,Tablet,Biotin,019-023-94
652,Neoventis Biotech Herbal & Nutraceuticals,Depheat,Cream,Arnica Montana Flower Oil + CBD Oil (Hemp Oil/Extract) + Methyl Sulfonyl Methane (MSM) Powder,019-024-94
653,Neoventis Biotech Herbal & Nutraceuticals,Lactobid,Capsule,Chaste Tree,019-025-94
654,Neoventis Biotech Herbal & Nutraceuticals,Neoter,Shampoo,Coal Tar Oil / Pine Tar Oil,019-026-94
655,Neoventis Biotech Herbal & Nutraceuticals,Keton,Soap Bar,Coal Tar Oil / Pine Tar Oil + Willow Bark Extract as Salicylic Acid,019-027-94
656,Neoventis Biotech Herbal & Nutraceuticals,Procyst,Capsule,D Chiro Inositol (Carob),019-028-94
657,Neoventis Biotech Herbal & Nutraceuticals,Gcosam,Tablet,Chondroitin Sulfate + Collagen II + Glucosamine Sulfate Potassium Chloride,019-029-94
658,Neoventis Biotech Herbal & Nutraceuticals,Neomups,Tablet,Cascara Powder Extract + Licorice Root Powder + Senna Powder Extract + Turpeth Powder Extract,019-030-94
659,Neoventis Biotech Herbal & Nutraceuticals,Sumvital SG,Capsule,Ginseng,019-031-94
660,Neoventis Biotech Herbal & Nutraceuticals,Jointox,Tablet,Chondroitin Sulfate + Collagen II + Glucosamine Sulfate Potassium Chloride + MSM,019-032-94
661,Neoventis Biotech Herbal & Nutraceuticals,Zomato,Capsule,Ashwagandha Root Powder + Borage Seed Oil + Cassava Root Extract + Dandelion Root Extract + Evening Primrose Oil + Licorice Root Extract + Maca Root Powder + Red Clover Leaf Extract + Tribulus Terrestris Fruit Extract + Vitex (Chaste Berry),019-033-94
662,Neoventis Biotech Herbal & Nutraceuticals,Oligosperm,Capsule,5-Hydroxytryptophan (5 HTP) + Dong Quai Root Extract + Epimedium Aerical Parts + Ginkgo Biloba + Maca Root Extract + Melatonin + Myo Inositol + Shatavari Root + Tribulus Terrestris Fruit Extract + Vitex (Chaste Berry),019-034-94
663,Neoventis Biotech Herbal & Nutraceuticals,Inflor-J,Powder,lactobacillus Reuteri,019-036-94
664,Neoventis Biotech Herbal & Nutraceuticals,Oxilpha,Capsule,Alpha Lipoic Acid,019-037-94
665,Neoventis Biotech Herbal & Nutraceuticals,MyCap,Capsule,Ginkgo Biloba,019-038-94
666,Neoventis Biotech Herbal & Nutraceuticals,Aptigut,Capsule,Bifidobacterium Lactis + Lactobacillus Acidophillus,019-039-94
667,Neoventis Biotech Herbal & Nutraceuticals,Oxicharcoal,Capsule,Activated Charcoal,019-040-94
668,Neoventis Biotech Herbal & Nutraceuticals,Oxilipida,Capsule,Red Yeast Rice Extract (Monakolin K 5%),019-041-94
669,Neoventis Biotech Herbal & Nutraceuticals,Cur-Q,Tablet,Curcuminoids,019-042-94
670,Neoventis Biotech Herbal & Nutraceuticals,Ontab,Tablet,Bromelain (Fruit & Stem) + Trypsin,019-043-94
671,Neoventis Biotech Herbal & Nutraceuticals,Grofer,Tablet,Wild Yam Extract 400 mg,019-044-94
672,Neoventis Biotech Herbal & Nutraceuticals,Xymotac,Capsule,Evening Primrose Oil,019-045-94
673,Neoventis Biotech Herbal & Nutraceuticals,Otucid,Capsule,Omega 3 Fish Oil,019-046-94
674,Neoventis Biotech Herbal & Nutraceuticals,Gluflex,Tablet,Chondroitin Sulfate + Collagen II + Glucosamine + Methyl Sulfonyl Methane (MSM) Powder,019-047-94
675,Neoventis Biotech Herbal & Nutraceuticals,Grofer,Tablet,Wild Yam,019-044-94
676,Neoventis Biotech Herbal & Nutraceuticals,Ginkorus,Capsule,Ginkgo Biloba,019-048-94
677,Neoventis Biotech Herbal & Nutraceuticals,Jointright,Tablet,Chondroitin Sulfate + Collagen Type-1 + L-Arginine + Sodium Hyaluronate + Vitamin C (L-Ascorbic Acid),019-049-94
678,Neoventis Biotech Herbal & Nutraceuticals,UBILife,Capsule,Coenzyme Q-10 + Magnesium Oxide + Vitamin D3,019-050-94
679,Neoventis Biotech Herbal & Nutraceuticals,Oxiovam,Tablet,Chromium + D-Chiro-Inositol + L-Arginine + L-Methyl Folate + Myo Inositol + N-Acetyl Cysteine + Selenium + Vitamin D3 + Zinc,019-051-94
680,Neoventis Biotech Herbal & Nutraceuticals,Oxisperm,Tablet,Asparagus + Coenzyme Q-10 + Dehydroepiandrosterone + Folic Acid + L-Arginine + L-Carnitine + L-Methyl Folate + Myo Inositol + N-Acetyl Cysteine + Omega 3 Fish Oil + Selenium + Withania Somnifera + Zinc,019-052-94
681,Neoventis Biotech Herbal & Nutraceuticals,Nervafix,Tablet,Alpha Lipoic Acid + Biotin + Chromium + Selenium + Vitamin B1 (Thiamine) + Vitamin B5 (D Pntothenate Calcium) + Vitamin B6 (Pyridixine Hydrochloride) + Vitamin E (Dl-alpha-tocopheryl acetate) + Zinc,019-053-94
682,Neoventis Biotech Herbal & Nutraceuticals,Omacor,Capsule,Copper + Lutein (Powder) + Omega 3 Fish Oil + Vitamin C (L-Ascorbic Acid) + Vitamin E (Dl-alpha-tocopheryl acetate) + Zeaxanthin + Zinc,019-054-94
683,Neoventis Biotech Herbal & Nutraceuticals,Eprose,Capsule,Evening Primrose Oil + Vitamin E (Dl-alpha-tocopheryl acetate),019-055-94
684,Neoventis Biotech Herbal & Nutraceuticals,Capium,Tablet,Calcium + Microcrystalline Hydroxyapatite Concentrate + Phosphorus,019-055-94
685,Neoventis Biotech Herbal & Nutraceuticals,Sunbio,Pediatric Drops,Vitamin D3 + Vitamin K2 (Menaquinone-7,019-057-94
686,Neoventis Biotech Herbal & Nutraceuticals,PCO CareMax,Tablet,D Chiro Inositol (Carob) + L-Methyl Folate + Melatonin + Myo Inositol + Vitamin D3,019-058-94
687,Neoventis Biotech Herbal & Nutraceuticals,RP-Q,Capsule,Coenzyme Q-10 + Vitamin E (Dl-alpha-tocopheryl acetate),019-060-94
688,Neoventis Biotech Herbal & Nutraceuticals,Presto-X,Capsule,Pausinystalia Yohimbe,019-061-94
689,Neoventis Biotech Herbal & Nutraceuticals,Permet,Soap Bar,Ketoconazole + ZPTO,019-062-94
690,Neoventis Biotech Herbal & Nutraceuticals,Simogut,Capsule,Silymarin,019-063-94
691,Neoventis Biotech Herbal & Nutraceuticals,Eberry,Capsule,Cranberry Fruit Extract + Lycopene (From Natural Tomato Extract) + Pygeum bark + Saw Palmetto + Uva-ursi/Bearberry,019-065-94
692,Neoventis Biotech Herbal & Nutraceuticals,Glujoint,Capsule,Boswellia Serrata Extract + Hyaluronic Acid + Methyl Sulfonyl Methane (MSM) Powder + Turmeric Extract + Undenatured Type II Collagen,-067-94
693,Neoventis Biotech Herbal & Nutraceuticals,EPO Cap,Capsule,Evening Primrose Oil + Gamma Linolenic Acid + Vitamin E 15 IU,019-068-94
694,Neoventis Biotech Herbal & Nutraceuticals,Zoten-i,Capsule,Lutein (Powder) + Vitamin C (L-Ascorbic Acid) + Vitamin E (Dl-alpha-tocopheryl acetate) + Zeaxanthin + Zinc,019-069-94
695,Neoventis Biotech Herbal & Nutraceuticals,Fistabon,Tablet,Calcium + Vitamin D3 + Vitamin K2 (Menaquinone-7,019-070-94
696,Neoventis Biotech Herbal & Nutraceuticals,Cranper,Tablet,Cranberry Extract + D-Mannose,019-071-94
697,Neoventis Biotech Herbal & Nutraceuticals,Sunvitd3dha,Drops,Lichen Extract (as Vitamin D3),019-072-94
698,Neoventis Biotech Herbal & Nutraceuticals,Osteogel,Ointment,Soy Bean (glycine Soja) Sourced B-Sitosterol,019-005-94
699,Neoventis Biotech Herbal & Nutraceuticals,Mindcal-D,Capsule,Pearlium,019-006-94
700,Neoventis Biotech Herbal & Nutraceuticals,Sunolina,Capsule,Spirulina,019-007-94
701,Neoventis Biotech Herbal & Nutraceuticals,Blubio,Capsule,Bifidobacterium bifidum + Fructo-Oligosaccharide + Lactobacillus Acidophillus + Lactobacillus Bulgaricus,019-008-94
702,Neoventis Biotech Herbal & Nutraceuticals,Oxihepato,Capsule,Milk Thistle,019-009-94
703,Neoventis Biotech Herbal & Nutraceuticals,Justica,Syrup,Basak,019-010-94
704,Neoventis Biotech Herbal & Nutraceuticals,Joymax,Tablet,Yohimbine Hydrochloride,019-011-94
705,Neoventis Biotech Herbal & Nutraceuticals,Oxiflore CKD,Capsule,Bifidobacterium Longum + Inulin Prebiotic + Lactobacillus Acidophillus + Streptococcus Thermphilus + Xylo-oligosaccharide,019-012-94
706,Neoventis Biotech Herbal & Nutraceuticals,Oxibiota,Capsule,Bifidobacterium Bulgaricus + Bifidobacterium Infantis + Bifidobacterium Lactis + Bifidobacterium Longum + Lactobabacillus Plantarum + Lactobacillus Acidophillus + Lactobacillus Paracasei + Streptococcus Thermphilus,019-013-94
707,Neoventis Biotech Herbal & Nutraceuticals,Addlife,Capsule,Coenzyme Q-10,019-014-94
708,Neoventis Biotech Herbal & Nutraceuticals,Inflor-J,Capsule,Probiotic Preparation (Ready to Fill Probiotic & Prebiotic Mixture),019-077-94
709,Neoventis Biotech Herbal & Nutraceuticals,Utamin,Effervescent Tablet,Biotin + L-Methyl Folate + Magnesium + Pantothenic Acid + Vitamin B1 (Thiamine) + Vitamin B12 (Cyanocobalamin) + Vitamin B2 (Riboflavin) + Vitamin B3 (Niacin) + Vitamin B6 (Pyridixine Hydrochloride) + Vitamin C (L-Ascorbic Acid) + Zinc,019-066-94
710,Neoventis Biotech Herbal & Nutraceuticals,Kedopa,Tablet,L-Alanine + L-Arginine + L-Aspartic Acid + L-Glutamic Acid + L-Glycine + L-Histidine + L-Hydroxylysine + L-Hydroxyproline + L-Isoleucine + L-Leucine + L-Lysine + L-Methionine + L-Phenylalanine + L-Proline + L-Serine + L-Threonine + L-Tyrosine + L-Valine,019-064-94
711,Neoventis Biotech Herbal & Nutraceuticals,Q-10 Plus,Capsule,Spirulina Fine Powder,019-001-94
712,Neoventis Biotech Herbal & Nutraceuticals,X-Plor,Capsule,Ginseng Extract,019-002-94
713,Neoventis Biotech Herbal & Nutraceuticals,Ora-Plus,Capsule,St. Jhon's Extract,019-003-94
714,Neoventis Biotech Herbal & Nutraceuticals,Assure,Capsule,Ginkgo Biloba Dry Extract,019-004-94
