SL,Name of the Manufacturer,Brand Name,Dosages Description,Generic Name and Strength,DAR
4501,Marsh Laboratories (Unani),Habbe Amar Momiyaee,Tablet,Habb-e Ambar Momiyaee,U-254-A-028
4502,Marsh Laboratories (Unani),Ginkgo Biloba,Tablet,Ginkgo Biloba,U-254-A-029
4503,Marsh Laboratories (Unani),Habbe Suranjan,Tablet,Habb-e Suranjan,U-254-A-030
4504,Marsh Laboratories (Unani),Spirulina,Tablet,Spirulina 500 mg,U-254-A-031
4505,Marsh Laboratories (Unani),Kushta Sadaf,Tablet,Kushta Sadaf,U-254-A-032
4506,Marsh Laboratories (Unani),Qurs Mubahhi,Tablet,Qurs Mubahhi,U-254-A-033
4507,Marsh Laboratories (Unani),Habbe Jawaher,Tablet,Habb-e Jawaher,U-254-A-034
4508,Marsh Laboratories (Unani),Habbe Sual,Tablet,Habb-e Sual,U-254-A-035
4509,Marsh Laboratories (Unani),Qurs Asfar,Tablet,Qurs Asfar,U-254-A-036
4510,Mashraki Dawakhana  (Unani),Faulad,Liquid,Sharbat Faulad,U-060-A-001
4511,Mashraki Dawakhana  (Unani),Sadar,Liquid,Sharbat Sadar,U-060-A-002
4512,Mashraki Dawakhana  (Unani),Jawarish Jalinus,Liquid,Jowarish Jalinoos,U-060-A-003
4513,Mashraki Dawakhana  (Unani),Habbe Kabed Nawshaduri,Tablet,Habb-e Kabid Naushadri,U-060-A-004
4514,Mashraki Dawakhana  (Unani),Nimak Solaimani,Powder,Nimak Solaimani,U-060-A-005
4515,Mashraki Dawakhana  (Unani),Sharbat Musaffi,Liquid,Sharbat Musaffi,U-060-A-007
4516,Mashraki Dawakhana  (Unani),Arq Azib,Liquid,Arq Ajeeb,U-060-A-008
4517,Mashraki Dawakhana  (Unani),Sharbat Jiriani,Liquid,Sharbat Jiryani,U-060-A-009
4518,Mashraki Dawakhana  (Unani),Sharbat Sena,Liquid,Sharbat Sana,U-060-A-010
4519,Mashraki Dawakhana  (Unani),Sharbat Shahqa,Liquid,Sharbat Shahqa,U-060-A-011
4520,Mashraki Dawakhana  (Unani),Sharbat Sailan,Liquid,Sharbat Sailan,U-060-A-012
4521,Mashraki Dawakhana  (Unani),Sharbat Atfal,Liquid,Sharbat Atfal,U-060-A-013
4522,Mashraki Dawakhana  (Unani),Arq Ushba,Liquid,Arq Ushba,U-060-A-086
4523,MBS Laboratories (Unani),Sharbat Vasac,Liquid,Sharbat Vasac,U-318-A-001
4524,MBS Laboratories (Unani),Sharbat Amla,Liquid,Sharbat Amla,U-318-A-002
4525,MBS Laboratories (Unani),Sharbat Misali,Liquid,Sharbat Misali,U-318-A-003
4526,MBS Laboratories (Unani),Gasomina,Liquid,Sharbat Hazmina,U-318-A-004
4527,MBS Laboratories (Unani),Gainobis,Liquid,Sharbat Niswan,U-318-A-005
4528,MBS Laboratories (Unani),Uri-Tonic,Liquid,Sharbat Buzuri,U-318-A-006
4529,MBS Laboratories (Unani),M-Vez,Liquid,Sharbat Mavez,U-318-A-007
4530,MBS Laboratories (Unani),Newria,Liquid,Sharbat Tiflin,U-318-A-008
4531,MBS Laboratories (Unani),MBS-SAFI,Liquid,Sharbat Musaffi,U-318-A-009
4532,MBS Laboratories (Unani),Livo-Dinar,Liquid,Sharbat Deenar,U-318-A-010
4533,MBS Laboratories (Unani),Lina Trol,Capsule,Spirulina,U-318-A-011
4534,MBS Laboratories (Unani),Qurs Ziabit,Capsule,Qurs Ziabit,U-318-A-012
4535,MBS Laboratories (Unani),No-Flem,Capsule,Habb-e Suranjan,U-318-A-013
4536,MBS Laboratories (Unani),Zinc-Care,Capsule,Ginkgo Biloba 500 mg,U-318-A-014
4537,MBS Laboratories (Unani),Qurs Garlitab,Capsule,Qurs Garlitab,U-318-A-015
4538,MBS Laboratories (Unani),Bisotil,Capsule,Sufoof Humuzin,U-318-A-016
4539,MBS Laboratories (Unani),Habbe Papita,Capsule,Habb-e Papita,U-318-A-017
4540,MBS Laboratories (Unani),M-Chirata,Capsule,Chirata,U-318-A-018
4541,MBS Laboratories (Unani),MBS-Ticlo,Capsule,Sufoof Jurhin,U-319-A-019
4542,MBS Laboratories (Unani),Jinseng-Care,Capsule,Ginseng,U-318-A-020
4543,MBS Laboratories (Unani),Silima,Capsule,Silymarin,U-318-A-021
4544,MCI (Pvt) Ltd. (Unani),Mazun Falasafa,Semi-Solid,Majoon Falasefa,U-115-A-001
4545,MCI (Pvt) Ltd. (Unani),Kushta Nukra,Powder,Kushta Nuqra,U-115-A-002
4546,MCI (Pvt) Ltd. (Unani),Sarbat Falsa,Liquid,Sharbat Falsa,U-115-A-3
4547,MCI (Pvt) Ltd. (Unani),Jawarish Kamuni,Semi-Solid,Jowarish Kamuni,U-115-A-004
4548,MCI (Pvt) Ltd. (Unani),Kushta Khub Sulhadid,Semi-Solid,Kushta Khubsul Hadeed,U-11t5-A-005
4549,MCI (Pvt) Ltd. (Unani),Atrifal Kashniz,Powder,Etrifal Kashnizi,U-115-A-006
4550,MCI (Pvt) Ltd. (Unani),Nimak Solaimani,Powder,Nimak Solaimani,U-115-A-007
4551,MCI (Pvt) Ltd. (Unani),Sarbat Nilufar,Liquid,Sharbat Neelofar,U-115-A-009
4552,Mediearth Limited (Unani),Diabetic Care,Tablet,Qurs Ziabit,U-8-A-011
4553,Mediearth Limited (Unani),Enjoy-M,Tablet,Qurs Muqavvi Khas,U-8-A-014
4554,Mediearth Limited (Unani),Ranfin,Tablet,Qurs Rhubarb,U-8-A-023
4555,Mediearth Limited (Unani),Nutri Gold,Tablet,Habb-e Hayaeen Murakkab,U-8-A-024
4556,Mediearth Limited (Unani),Med Dysentry,Tablet,Qurs Pechish,U-8-A-025
4557,Mediearth Limited (Unani),Acikit,Tablet,Qurs Kamuni,U-8-A-026
4558,Mediearth Limited (Unani),Liverol,Capsule,Qurs Tamarixin,U-8-A-027
4559,Mediearth Limited (Unani),Mediprazole,Capsule,Sufoof Humuzin,U-8-A-028
4560,Mediearth Limited (Unani),Perfomix,Liquid,Sharbat Jiryani,U-8-A-029
4561,Mediearth Limited (Unani),Alka Plus,Liquid,Sharbat Buzuri,U-8-A-030
4562,Mediearth Limited (Unani),MediOrange,Liquid,Sharbat Santara,U-8-A-031
4563,Mediearth Limited (Unani),Faulin Plus,Liquid,Arq Faulin,U-8-A-032
4564,Mediearth Limited (Unani),MediCare,Liquid,Sikanjabeen Buzuri,U-8-A-032
4565,Mediearth Limited (Unani),Sharbat Sadar,Liquid,Sharbat Sadar,U-008-A-034
4566,Mediearth Limited (Unani),Sharbat Atfal,Liquid,Sharbat Atfal,U-008-A-035
4567,Mediearth Limited (Unani),Qurs Garlitab,Tablet,Qurs Garlitab,U-008-A-036
4568,Mediearth Limited (Unani),Arq Nankha,Liquid,Arq Nankha,U-008-A-037
4569,Mediearth Limited (Unani),Habbe Ambar Momiyaee,Tablet,Habb-e Ambar Momiyaee,U-008-A-038
4570,Mediearth Limited (Unani),Mediearth Salajit Gold,Tablet,Qurs Salajeet,U-008-A-039
4571,Mediearth Limited (Unani),Habbe Fishar,Tablet,Habb-e Fishar,U-008-A-040
4572,Mediearth Limited (Unani),Habbe Ambari,Tablet,Habb-e Ambari,U-008-A-041
4573,Mediearth Limited (Unani),Chirata,Capsule,Chirata,U-008-A-042
4574,Mediearth Limited (Unani),Mediearth Liv,Liquid,Sharbat Deenar,U-008-A-006
4575,Mediearth Limited (Unani),Coughmed,Liquid,Sharbat Ejaz,U-008-A-005
4576,Mediearth Limited (Unani),FungiPlus,Malam,Marham Kharish,U-008-A-004
4577,Mediearth Limited (Unani),Power Jack,Liquid,Arq Maul Lahm,U-008-A-003
4578,Mediearth Limited (Unani),Whisper Med,Liquid,Sharbat Mudir,U-008-A-002
4579,Mediearth Limited (Unani),Hazmina,Liquid,Sharbat Hazmina,U-008-A-001
4580,Mediearth Limited (Unani),Sharbat Arzani,Liquid,Sharbat Arzani,U-008-A-049
4581,Mediearth Limited (Unani),Sharbat Vasac,Liquid,Sharbat Vasac,U-008-A-050
4582,Mediearth Limited (Unani),Sharbat tulshi,Liquid,Sharbat Tulsi,U-008-A-051
4583,Mediearth Limited (Unani),Kushta Sadaf,Tablet,Kushta Sadaf,U-008-A-052
4584,Mediearth Limited (Unani),Ginseng,Capsule,Ginseng,U-008-A-053
4585,Mediearth Limited (Unani),Qurs Muqavvi Khas,Capsule,Qurs Muqavvi Khas,U-008-A-054
4586,Mediearth Limited (Unani),Habbe Musaffi,Capsule,Habb-e Musaffi,U-008-A-055
4587,Mediearth Limited (Unani),Mediearth Oral Saline N,Powder,Aab-e Namak Shireen,U-8-A-043
4588,Mediearth Limited (Unani),Herbegra,Semi-Solid,Majoon Arad-e Khurma,U-8-A-044
4589,Mediearth Limited (Unani),Mediearth Amla,Oil (Liquid),Rowghan Amla,U-8-A-045
4590,Mediearth Limited (Unani),Mediearth Power,Semi-Solid,Majoon Muqavvi Mumsik,U-8-A-046
4591,Mediearth Limited (Unani),Medi Tooth Powder,Powder,Sanoon Babla,U-8-A-047
4592,Mediearth Limited (Unani),Mediearth Pain Drop,Oil (Liquid),Rowghan Surkh,U-8-A-048
4593,Mediearth Limited (Unani),Habbe Munish,Capsule,Habb-e Munish,U-008-A-007
4594,Mediearth Limited (Unani),Ruchimed,Capsule,Habb-e Hayateen Murakkab Jawahirdar,U-008-A-008
4595,Mediearth Limited (Unani),Hormo Plus,Capsule,Habb-e Nishat,U-008-A-009
4596,Mediearth Limited (Unani),Painaid TR,Capsule,Habb-e Suranjan,U-008-A-010
4597,Mediearth Limited (Unani),Asthama Plus,Tablet,Habb-e Sual,U-008-A-012
4598,Mediearth Limited (Unani),Habbe Nishat,Tablet,Habb-e Nishat,U-008-A-013
4599,Mediearth Limited (Unani),Med Podina,Tablet,Arq Poodina,U-008-A-015
4600,Mediearth Limited (Unani),Amla Plus,Liquid,Sharbat Amla,U-008-A-016
4601,Mediearth Limited (Unani),Sintonic,Liquid,Sharbat Misali,U-008-A-017
4602,Mediearth Limited (Unani),Mediearth Ginseng,Liquid,Sharbat Jinsin,U-008-A-018
4603,Mediearth Limited (Unani),Nilocar,Liquid,Sharbat Neelofar,U-008-A-019
4604,Mediearth Limited (Unani),BadiMed,Liquid,Sharbat Badian,U-008-A-020
4605,Mediearth Limited (Unani),Diaronil,Liquid,Sharbat Belgiri,U-008-A-021
4606,Mediearth Limited (Unani),Medton,Liquid,Sharbat Mavez,U-008-A-022
4607,Medisafe Unani,Habbe Nishat,Tablet,Habb-e Nishat,U-96-A-020
4608,Medisafe Unani,Habbe Ambar Momiyaee,Tablet,Habb-e Ambar Momiyaee,U-96-A-020
4609,Medisafe Unani,Qurs Muhazzil,Tablet,Qurs Muhazzil,U-96-A-022
4610,Medisafe Unani,Qurs Hazmina,Tablet,Qurs Hazmina,U-96-A-023
4611,Medisafe Unani,Kushta Sadaf,Tablet,Kushta Sadaf,U-96-A-024
4612,Medisafe Unani,Sharbat Samarat,Liquid,Sharbat Samarat,U-96-A-025
4613,Medisafe Unani,Sharbat Jist,Liquid,Sharbat Jist,U-96-A-026
4614,Medisafe Unani,Sharbat Jinsin,Liquid,Sharbat Jinsin,U-96-A-027
4615,Medisafe Unani,Sharbat Sehat Afza,Liquid,Sharbat Sehat-Afza,U-96-A-028
4616,Medisafe Unani,Sharbat Seb,Liquid,Sharbat Seb,U-96-A-029
4617,Medisafe Unani,Habbe Shafa,Tablet,Habb-e Shefa,U-096-A-001
4618,Medisafe Unani,Tila Surkh,Oil (Liquid),Tila Surkh,U-096-A-002
4619,Medisafe Unani,Habbe Bawasir,Tablet,Habb-e Bawaseer Badi,U-096-A-004
4620,Medisafe Unani,Arq Azib,Liquid,Arq Ajeeb,U-096-A-006
4621,Medisafe Unani,Habbe Suzak,Tablet,Habb-e Suzak,U-096-A-008
4622,Medisafe Unani,Dawakharish Jadid,Semi-Solid,Draksharista,U-096-A-007
4623,Medisafe Unani,Rowgan Surkh,Oil (Liquid),Rowghan Surkh,U-096-A-009
4624,Medisafe Unani,Habee Kishmish,Tablet,Habb-e Kath,U-096-A-010
4625,Medisafe Unani,Majun Falasafa,Semi-Solid,Majoon Falasefa,U-096-A-011
4626,Medisafe Unani,Sharbat Faulad,Liquid,Sharbat Faulad,U-096-A-012
4627,Medisafe Unani,Sarbat Sandal,Liquid,Sharbat Sandal,U-096-A-013
4628,Medisafe Unani,Sarbat Musaffi,Liquid,Sharbat Musaffi,U-096-A-014
4629,Medisafe Unani,Sarbat Sadar,Liquid,Sharbat Sadar,U-096-A-015
4630,Medisafe Unani,Habbe Azaraki,Tablet,Habb-e Azaraqi,U-096-A-016
4631,Medisafe Unani,Habbe Kabad Nawshadury,Tablet,Habb-e Kabid Naushadri,U-096-A-017
4632,Medisafe Unani,Itrifal Zamani,Semi-Solid,Etrifal Zamani,U-096-A-018
4633,Medisafe Unani,Jawarish Kumuni,Semi-Solid,Jawarish Bisbasa,U-096-A-019
4634,Millat Pharmaceuticals Ltd. (Unani Division),Qurs Garlitab,Tablet,Qurs Garlitab,U-14-A-036
4635,Millat Pharmaceuticals Ltd. (Unani Division),Kalamegh,Capsule,Kalamegh,U-14-A-037
4636,Millat Pharmaceuticals Ltd. (Unani Division),Ginseng,Capsule,Ginseng,U-14-A-038
4637,Millat Pharmaceuticals Ltd. (Unani Division),Sharbat Hayateen Murakkab,Liquid,Sharbat Hayateen Murakkab,U-14-A-039
4638,Millat Pharmaceuticals Ltd. (Unani Division),Sharbat Niswan,Liquid,Sharbat Niswan,U-14-A-040
4639,Millat Pharmaceuticals Ltd. (Unani Division),Sharbat Tulsi,Liquid,Sharbat Tulsi,U-14-A-041
4640,Millat Pharmaceuticals Ltd. (Unani Division),Sharbat Amla,Liquid,Sharbat Amla,U-14-A-042
4641,Modern Laboratories (Unani),Sharbat Samarat,Liquid,Sharbat Samarat,U-98-A-031
4642,Modern Laboratories (Unani),Sharbat Mavez,Liquid,Sharbat Mavez,U-98-A-032
4643,Modern Laboratories (Unani),Habbe Papita,Capsule,Habb-e Papita,U-98-A-033
4644,Modern Laboratories (Unani),Ginkgo,Capsule,Ginkgo,U-98-A-034
4645,Modern Laboratories (Unani),Thankuni,Capsule,Thankuni 500 mg,U-98-A-035
4646,Modern Laboratories (Unani),Spirulina,Capsule,Spirulina,U-98-A-036
4647,Modern Laboratories (Unani),Vesicof,Liquid,Sharbat Ejaz,U-098-A-001
4648,Modern Laboratories (Unani),Arq Ajwain,Liquid,Arq Ajwain,U-098-A-003
4649,Modern Laboratories (Unani),Feroled,Liquid,Sharbat Faulad,U-098-A-009
4650,Modern Laboratories (Unani),Majun Falasafa,Semi-Solid,Majoon Falasefa,U-098-A-010
4651,Modern Laboratories (Unani),Sarbat Belgari,Liquid,Sharbat Belgiri,U-098-A-011
4652,Modern Laboratories (Unani),Senim,Liquid,Sharbat Musaffi,U-098-A-012
4653,Modern Laboratories (Unani),Marham Ajib,Ointment,Marham Ajeeb,U-098-A-013
4654,Modern Laboratories (Unani),Marham Kharis,Ointment,Marham Kharish,U-098-A-014
4655,Modern Laboratories (Unani),Menisa,Liquid,Sharbat Niswan,U-098-A-015
4656,Modern Laboratories (Unani),Sarbat Dinar,Liquid,Sharbat Deenar,U-098-A-016
4657,Modern Laboratories (Unani),Urisan,Liquid,Sharbat Santara,U-098-A-017
4658,Modern Laboratories (Unani),Anifal,Liquid,Sharbat Atfal,U-098-A-018
4659,Modern Laboratories (Unani),Sevit,Liquid,Sharbat Seb,U-098-A-019
4660,Modern Laboratories (Unani),Morex,Liquid,Sharbat Arzani,U-098-A-020
4661,Modern Laboratories (Unani),Keromex,Liquid,Sharbat Misali,U-098-A-021
4662,Modern Laboratories (Unani),Hormox,Liquid,Sharbat Jinsin,U-098-A-022
4663,Modern Laboratories (Unani),Mozin,Liquid,Sharbat Zanjabeel,U-098-A-023
4664,Moho Laboratories (Unani),Sukkari,Liquid,Arq Lahsun,U-020-A-015
4665,Moho Laboratories (Unani),M L Angoor,Liquid,Sharbat Angoor,U-020-A-016
4666,Moho Laboratories (Unani),M L Dimagi,Liquid,Sharbat Dimaghi,U-020-A-017
4667,Moho Laboratories (Unani),Bajee,Liquid,Sharbat Jinsin,U-020-A-018
4668,Moho Laboratories (Unani),Speed One,Liquid,Sotamul,U-020-A-019
4669,Moho Laboratories (Unani),Zines-G,Capsule,Ginseng,U-020-A-020
4670,Moho Laboratories (Unani),Togo,Capsule,Habb-e Ambari,U-020-A-021
4671,Moho Laboratories (Unani),Antifen,Capsule,Habb-e Suranjan,U-020-A-022
4672,Moho Laboratories (Unani),Panator,Tablet,Habb-e Ahmar,U-020-A-023
4673,Moho Laboratories (Unani),Ligurd,Tablet,Habb-e Helteet,U-020-A-024
4674,Moho Laboratories (Unani),Liverguard,Liquid,Sharbat Deenar,U-020-A-002
4675,Moho Laboratories (Unani),Mocash,Liquid,Sharbat Ejaz,U-020-A-003
4676,Moho Laboratories (Unani),Purnota,Liquid,Sharbat Faulad,U-020-A-004
4677,Moho Laboratories (Unani),Aegle,Liquid,Sharbat Belgiri,U-020-A-005
4678,Moho Laboratories (Unani),Jowan,Semi-Solid,Majoon Suparipak,U-020-A-006
4679,Moho Laboratories (Unani),Nutrifil,Liquid,Sharbat Seb,U-020-A-007
4680,Moho Laboratories (Unani),Antaplex,Liquid,Arq Hazim,U-020-A-008
4681,Moho Laboratories (Unani),Alccola,Liquid,Sharbat Santara,U-020-A-009
4682,Moho Laboratories (Unani),Molvita,Liquid,Sharbat Gaozaban,U-020-A-010
4683,Moho Laboratories (Unani),Sefajol,Liquid,Sharbat Musaffi,U-020-A-011
4684,Moho Laboratories (Unani),O Gas,Tablet,Qurs Hazmina,U-020-A-012
4685,Moho Laboratories (Unani),Zidamax,Tablet,Habb-e Nishat,U-020-A-013
4686,Moho Laboratories (Unani),Digest-All,Liquid,Arq Nankha,U-020-A-014
4687,MRM Laboratories (Unani),Sharbat Neelofar,Liquid,Sharbat Neelofar,U-307-A-004
4688,MRM Laboratories (Unani),Sharbat Laxafig,Liquid,Sharbat Laxafig,U-307-A-005
4689,MRM Laboratories (Unani),Sharbat Tiflin,Liquid,Sharbat Tiflin,U-307-A-006
4690,MRM Laboratories (Unani),Sharbat Jist,Liquid,Sharbat Jist,U-307-A-007
4691,MRM Laboratories (Unani),Sharbat Buzuri,Liquid,Sharbat Buzuri,U-307-A-008
4692,MRM Laboratories (Unani),Water Cress,Liquid,Water Cress,U-307-A-009
4693,MRM Laboratories (Unani),Sharbat Niswan,Liquid,Sharbat Niswan,U-307-A-010
4694,MRM Laboratories (Unani),Sharbat Muaddil,Liquid,Sharbat Muaddil,U-307-A-011
4695,MRM Laboratories (Unani),Sharbat Amla,Liquid,Sharbat Amla,U-307-A-012
4696,MRM Laboratories (Unani),Sharbat Deenar,Liquid,Sharbat Deenar,U-307-A-001
4697,MRM Laboratories (Unani),Sharbat Karmina,Liquid,Sharbat Karmina,U-307-A-002
4698,MRM Laboratories (Unani),Sharbat Jinsin,Liquid,Sharbat Jinsin,U-307-A-003
4699,Multicare Laboratories (unani),Branovita,Liquid,Sharbat Gaozaban,U-97-A-001
4700,Multicare Laboratories (unani),Multisvita,Liquid,Sharbat Mavez,U-97-A-002
4701,Multicare Laboratories (unani),Multicough,Liquid,Sharbat Ejaz,U-97-A-003
4702,Multicare Laboratories (unani),Dirostop,Liquid,Sharbat Belgiri,U-97-A-004
4703,Multicare Laboratories (unani),Multisafi,Liquid,Sharbat Musaffi,U-97-A-005
4704,Multicare Laboratories (unani),Multijin,Liquid,Sharbat Jinsin,U-97-A-006
4705,Multicare Laboratories (unani),Multiferon,Liquid,Sharbat Faulad,U-97-A-007
4706,Multicare Laboratories (unani),Liv-Aid,Liquid,Sharbat Deenar,U-97-A-008
4707,Multicare Laboratories (unani),Gastrozime,Liquid,Sharbat Hazmina,U-97-A-009
4708,Multicare Laboratories (unani),Mona-Care,Liquid,Sharbat Nisa,U-97-A-010
4709,Multicare Laboratories (unani),Fungcare,Malam,Marham Kharish,U-97-A-011
4710,Muslim Medihealth (Unani),Jirimix,Powder,Sufoof Jiryan,U-77-A-022
4711,Muslim Medihealth (Unani),Sevenseas,Liquid,Arq Ajwain,U-77-A-001
4712,Muslim Medihealth (Unani),Tajmar,Liquid,Sharbat Zoofa,U-77-A-002
4713,Muslim Medihealth (Unani),Sharbat Belgiri,Liquid,Sharbat Belgiri,U-77-A-003
4714,Muslim Medihealth (Unani),Restomax,Liquid,Arq Maul Lahm,U-77-A-004
4715,Muslim Medihealth (Unani),Arq Badiyan,Liquid,Arq Badiyan,U-77-A-005
4716,Muslim Medihealth (Unani),Rowghan Amla,Liquid,Rowghan Amla,U-29-A-006
4717,Muslim Medihealth (Unani),Kasmard,Liquid,Sharbat Ejaz,U-77-A-007
4718,Muslim Medihealth (Unani),Jowarish Kamuni,Semi-Solid,Jowarish Kamuni,U-77-A-008
4719,Muslim Medihealth (Unani),Sharbat Deenar,Liquid,Sharbat Deenar,U-77-A-009
4720,Muslim Medihealth (Unani),Feroplef,Liquid,Arq Bukhar,U-77-A-010
4721,Muslim Medihealth (Unani),Sharbat Musaffi,Liquid,Sharbat Musaffi,U-77-A-011
4722,Muslim Medihealth (Unani),Kusta Faulad,Capsule,Kushta Faulad,U-77-A-014
4723,Muslim Medihealth (Unani),Habbe Nishat,Tablet,Habb-e Nishat,U-77-A-015
4724,Muslim Medihealth (Unani),Kustori,Capsule,Habb-e Ambar Momiyaee,U-77-A-016
4725,Muslim Medihealth (Unani),Muslim Bam,Ointment,Marham Ajeeb,U-77-A-017
4726,Muslim Medihealth (Unani),Eycowin,Capsule,Habb-e Mumsik,U-77-A-018
4727,Muslim Medihealth (Unani),Habbe Suranjan,Tablet,Habb-e Suranjan,U-77-A-019
4728,Muslim Medihealth (Unani),Qurs Sailan,Capsule,Qurs Sailan,U-77-A-020
4729,Muslim Medihealth (Unani),Ministrogen,Liquid,Sharbat Niswan,U-77-A-021
4730,Muslim Medihealth (Unani),Sufoof Jiryan,Capsule,Sufoof Jiryan,U-77-A-022
4731,Muslim Medihealth (Unani),Sharbat Buzuri,Liquid,Sharbat Buzuri,U-77-A-023
4732,Muslim Medihealth (Unani),Lycovis SF,Capsule,Qurs Rehmin,U-77-A-024
4733,Muslim Medihealth (Unani),Qurs Muqavvi Khas,Capsule,Qurs Muqavvi Khas,U-77-A-025
4734,Muslim Medihealth (Unani),Pailmuv,Capsule,Habb-e Muqil,U-77-A-026
4735,Muslim Medihealth (Unani),Nur-A Shefa,Malam,Marham Qooba,U-77-A-028
4736,Muslim Medihealth (Unani),Majoon Falasefa,Semi-Solid,Majoon Falasefa,U-77-A-029
4737,Muslim Medihealth (Unani),Harmosin,Liquid,Sharbat Amrood,U-77-A-031
4738,Muslim Medihealth (Unani),Majoon Arad-e Khurma,Semi-Solid,Majoon Arad-e Khurma,U-77-A-030
4739,Muslim Medihealth (Unani),Sharbat Vit,Liquid,Sharbat Misali,U-77-A-032
4740,Muslim Medihealth (Unani),Sharbat Hazmina,Liquid,Sharbat Hazmina,U-77-A-034
4741,Muslim Medihealth (Unani),Penidrop,Liquid,Tila Jadeed,U-77-A-027
4742,Muslim Medihealth (Unani),Sharbat Jinsin,Liquid,Sharbat Jinsin,U-77-A-033
4743,Muslim Medihealth (Unani),Muslim OrSaline,Syrup,Aab-e Namak Shireen,U-77-A-037
4744,Muslim Medihealth (Unani),Songiboni-M,Tablet,Habb-e Munish,U-77-A-039
4745,Muslim Medihealth (Unani),Shilazut M,Tablet,Qurs Espand,U-77-A-040
4746,Muslim Medihealth (Unani),Maxup,Capsule,Ginseng,U-77-A-035
4747,Muslim Medihealth (Unani),Calarex,Tablet,Kushta Khare Mohra,U-77-A-036
4748,Muslim Medihealth (Unani),Vasac,Liquid,Sharbat Vasac,U-77-A-038
4749,Muslim Medihealth (Unani),Inkil,Capsule,Qurs Awja,U-77-A-041
4750,Muslim Medihealth (Unani),Newmaxen,Tablet,Habb-e Azaraqi,U-77-A-042
4751,Muslim Medihealth (Unani),Gasopra,Tablet,Habb-e Tabasheer,U-77-A-043
4752,Muslim Medihealth (Unani),Gasoprazole,Capsule,Habb-e Papita,U-77-A-044
4753,Muslim Medihealth (Unani),Ruchosh,Tablet,Qurs Pudina,U-77-A-045
4754,Muslim Medihealth (Unani),Sufoof Humuzin,Powder,Sufoof Humuzin,U-77-A-046
4755,Muslim Medihealth (Unani),Sufoof Glycin,Powder,Sufoof Glycin,U-77-A-047
4756,Muslim Medihealth (Unani),Sharbat Falsa,Liquid,Sharbat Falsa,U-77-A-048
4757,Muslim Medihealth (Unani),PustiZen,Liquid,Sharbat Sandal,U-77-A-049
4758,Muslim Medihealth (Unani),Sharbat Anar,Liquid,Sharbat Anar,U-77-A-050
4759,Muslim Medihealth (Unani),Qurs Ziabit,Capsule,Qurs Ziabit,U-77-A-051
4760,Muslim Medihealth (Unani),Qurs Muhazzil,Capsule,Qurs Muhazzil,U-77-A-052
4761,Muslim Medihealth (Unani),Ruchiprash,Liquid,Sharbat Mushtahi,U-77-A-053
4762,N H Laboratories (Unani),G-Ten,Liquid,Sharbat Gaozaban,U-169-A-032
4763,N H Laboratories (Unani),Jistan-N,Liquid,Sharbat Jist,U-169-A-033
4764,N H Laboratories (Unani),Asocot,Liquid,Sharbat Samarat,U-169-A-034
4765,N H Laboratories (Unani),N-Tulsi,Liquid,Sharbat Tulsi,U-169-A-035
4766,N H Laboratories (Unani),Ushba-N,Liquid,Sharbat Ushba,U-169-A-036
4767,N H Laboratories (Unani),Apriton,Liquid,Sharbat Amla,U-169-A-037
4768,N H Laboratories (Unani),Sandal-N,Liquid,Sharbat Sandal,U-169-A-038
4769,N H Laboratories (Unani),L-Dex,Malam,Marham Ajeeb,U-169-A-039
4770,N H Laboratories (Unani),Munish-N,Capsule,Habb-e Munish,U-169-A-040
4771,N H Laboratories (Unani),New Heltit,Capsule,Habb-e Helteet,U-269-A-041
4772,N H Laboratories (Unani),Fisher-N,Capsule,Habb-e Fishar,U-169-A-042
4773,N H Laboratories (Unani),Androjen,Capsule,Kalamegh,U-169-A-043
4774,N H Laboratories (Unani),Lobelia,Capsule,Chirata,U-169-A-044
4775,N H Laboratories (Unani),Skinobex-N,Capsule,Phytolacca Berry 1x,U-169-A-045
4776,N H Laboratories (Unani),Tinkar-N,Capsule,Habb-e Tinkar,U-169-A-046
4777,N H Laboratories (Unani),Margo-N,Capsule,Neem,U-169-A-047
4778,N H Laboratories (Unani),Ashwagandha-N,Capsule,Ashwagandha,U-169-A-048
4779,N H Laboratories (Unani),Astropa,Capsule,Sotamul,U-169-A-050
4780,N H Laboratories (Unani),Spirulina-N,Capsule,Spirulina,U-169-A-051
4781,N H Laboratories (Unani),Mohra-N,Capsule,Kushta Khare Mohra,U-169-A-052
4782,N H Laboratories (Unani),Jiger-N,Capsule,Sufoof Jigar,U-169-A-053
4783,N H Laboratories (Unani),Jiryan-N,Capsule,Sufoof Jiryan,U-169-A-054
4784,N H Laboratories (Unani),Carmolin,Liquid,Sharbat Hazmina,U-169-A-013
4785,N H Laboratories (Unani),Heron,Liquid,Sharbat Faulad,U-169-A-001
4786,N H Laboratories (Unani),Codsil,Liquid,Sharbat Ejaz,U-169-A-002
4787,N H Laboratories (Unani),Majoon Falasafa,Semi-Solid,Majoon Falasefa,U-169-A-003
4788,N H Laboratories (Unani),Herzin,Liquid,Arq Nankha,U-169-A-004
4789,N H Laboratories (Unani),Marham Kafuri,Ointment,Marham Kafuri,U-169-A-005
4790,N H Laboratories (Unani),Siboliv,Liquid,Sharbat Deenar,U-169-A-006
4791,N H Laboratories (Unani),Neucit,Liquid,Sharbat Buzuri,U-169-A-007
