name_of_the_manufacturer,brand_name,dosages_description,generic_name_and_strength,dar,medicine_system,use_for
J.C.I BANGLADESH (AY),JCI Jaizela,Capsule,Kalozira Oil,AY-57-A-027,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),Silvia,Capsule,Chirata,AY-57-A-028,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),Jivagain,Liquid,Phalarista,AY-57-A-030,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),Upasam,Liquid,Upasam,AY-57-A-031,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),J-Ginseng,Liquid,Aswagandadi Kwath,AY-57-A-032,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),J-Sanjbani,Liquid,Winter Cherry 500 mg,AY-57-A-033,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),JCI-Pudina,Liquid,Arq Poodina,AY-57-A-034,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),JCI-Kastori,Semi-Solid,Sukrasanjibani Modak,AY-57-A-035,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),Nagbaladya Churna,Powder,Nagbaladya Churna,AY-57-A-036,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),Jambolan,Capsule,Jambolan / Syzygium,AY-57-A-037,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),Angelica,Capsule,Angelica,AY-57-A-038,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),Tribrityadi Bati,Tablet,Tribrityadi Bati,AY-57-A-039,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),Winter Cherry,Tablet,Winter Cherry 500 mg,AY-57-A-040,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),Asafoetida,Tablet,Asafoetida,AY-57-A-041,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),Joyfax,Tablet,Asparagus,AY-57-A-042,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),Vitazed,Tablet,Grape Seed Extract,AY-57-A-043,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),JCI-Cal-D,Tablet,Colchicum 500 mg,AY-57-A-044,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),Harpain,Tablet,Belladonna,AY-57-A-045,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),Ginger,Tablet,Ginger,AY-57-A-046,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),Hydrocotyle,Tablet,Hydrocotyle,AY-57-A-047,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),Ginsomin,Liquid,Ginseng,AY-57-A-015,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),Jcivita,Liquid,Dasamularista,AY-57-A-016,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),Jiagulan,Liquid,Sanjivani Rasayan,AY-57-A-017,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),JCI Actifit,Liquid,Amritarista,AY-57-A-018,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),Jctone,Liquid,Bhimras,AY-57-A-019,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),Jcilivric,Liquid,Rohitakarista,AY-57-A-020,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),Ashoka,Liquid,Ashokarista,AY-57-A-011,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),Femin,Liquid,Chandanasav,AY-57-A-014,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),Restorin,Liquid,Aswagandharista,AY-57-A-009,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),Jiradin,Liquid,Jirakadyarista / Jirakarista,AY-57-A-003,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),Balarjun,Liquid,Arjunarista,AY-57-A-013,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),Peptrazin,Liquid,Mustakarista,AY-57-A-002,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),Stoma-C,Liquid,Amalaki Rasayan,AY-57-A-010,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),Haemoparila,Liquid,Saribadyarista,AY-57-A-005,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),Vinotone,Liquid,Balarista,AY-57-A-012,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),Siodex,Liquid,Draksharista,AY-57-A-004,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),Restro-C,Semi-Solid,Chyabanprash,AY-57-A-008,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),Vasakarista,Liquid,Vasakarista / Vasakasav,AY-57-A-001,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),Menorex,Liquid,Punarnavasav,AY-57-A-006,Ayurvedic,Not Specified
J.C.I BANGLADESH (AY),Urapen,Liquid,Gokhuradi Kwath,AY-57-A-007,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Sionex,Liquid,Chandanasav,AY-185-A-001,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Lico TM,Liquid,Patrangasav,AY-185-A-002,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),JP-Pithovit,Liquid,Balarista,AY-185-A-003,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Pepsina,Liquid,Mustakarista,AY-185-A-004,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Vinoplus,Liquid,Draksharista,AY-185-A-005,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Acino,Liquid,Amalaki Rasayan,AY-185-A-006,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Vasicin,Liquid,Vasakarista / Vasakasav,AY-185-A-007,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Bacopa,Liquid,BrahmiRasayan / Sarswatarista,AY-185-A-008,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Artefin,Capsule,Naradiya Mahalaskmi Bilas,AY-185-A-009,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Harmony,Capsule,Maharaj Nripatiballiav,AY-185-A-010,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Passonex,Capsule,Joubansatadal,AY-185-A-011,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Orthomin,Capsule,Brihat Vat Gajangkush,AY-185-A-012,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Lewrik,Capsule,Pradarantak Louha,AY-185-A-013,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Extenze,Capsule,Brihat Purnachandra Ras,AY-185-A-014,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Menstry,Liquid,Ashokarista,AY-185-A-015,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Ilu,Capsule,Swarna Banga,AY-185-A-016,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Bioton-Plus,Liquid,Dasamularista,AY-185-A-017,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Bilo-Ten,Liquid,Rohitakarista,AY-185-A-018,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Lax-N,Tablet,Icchabhedi Ras,AY-185-A-019,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Pricodex,Oil (Liquid),Shri Gopal Taila,AY-185-A-020,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Dashan Sanskar Churna,Semi-Solid,Dashan Sanskar Churna,AY-185-A-021,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Tropen-al,Semi-Solid,Sukrasanjibani Modak,AY-185-A-022,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Alviton,Semi-Solid,Chyabanprash,AY-185-A-023,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),JP-EM Power,Capsule,Makaradhwaj Ras,AY-185-A-024,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Blofil,Capsule,Nimbadi Churna,AY-185-A-025,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Liovix,Capsule,Jakridari Louha,AY-185-A-026,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Lugyd,Capsule,Pushyanugn Churna,AY-185-A-027,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Hydrocil,Capsule,Chandanadi Churna,AY-185-A-028,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Mit,Capsule,Ratibilas Bati,AY-185-A-029,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Bhimras,Liquid,Bhimras,AY-185-A-030,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Javin,Capsule,Saraswata Churna,AY-185-A-031,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Gasofin,Capsule,Abipattikar Churna,AY-185-A-032,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Saral,Semi-Solid,Haritaki Khanda / Amrita Haritaki,AY-185-A-034,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Talishadi Churna,Capsule,Talishadi Churna,AY-185-A-035,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Raja Prabartini Bati,Capsule,Raja Prabartini Bati,AY-185-A-036,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Zymo,Tablet,Vaskar Lavan,AY-185-A-037,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),JP OM,Capsule,Mahasankha Bati,AY-185-A-033,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Ginkgo Biloba,Capsule,Ginkgo Biloba 120 mg,AY-185-A-038,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Dasanga Kwath,Liquid,Dasanga Kwath,AY-185-A-039,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Avocado,Ointment,Avocado,AY-185-A-040,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Hwema Bark,Liquid,Hwema Drink 2 gm/100 ml,AY-185-A-041,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Satamul,Liquid,Sotamul,AY-185-A-042,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Jambolan,Liquid,Jambolan / Syzygium,AY-185-A-043,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Colchicum,Tablet,Colchicum,AY-185-A-044,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Birch,Gel,Birch,AY-185-A-045,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Pushparaj Prasarani,Oil (Liquid),Pusparaj Prasarani Taila,AY-185-A-046,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Mahabhringaraj Taila,Oil (Liquid),Mahabhringaraj Taila,AY-185-A-047,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Gandhak Malam,Ointment,Gandhakadi Malahar / Gandhak Malam,AY-185-A-048,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Lila Bilas,Capsule,Lilabilas,AY-185-A-049,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Aswagandharista,Liquid,Aswagandharista,AY-185-A-050,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Kamini Vidravan Ras,Capsule,Kamini Vidravan Ras,AY-185-A-051,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Sanjivani Rasayan,Liquid,Sanjivani Rasayan,AY-185-A-052,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Amlapittantak Ras,Capsule,Amlapittantak Ras,AY-185-A-053,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Batrakhashi Taila,Oil (Liquid),Batrakhashi Taila,AY-185-A-054,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Swaskaschintamoni,Capsule,Swaskaschintamoni,AY-185-A-055,Ayurvedic,Not Specified
JAIN LABORATORIES (AY),Nagendra Bati,Capsule,Nagendra Bati,AY-185-A-056,Ayurvedic,Not Specified
JAKARIA AYURVED AUSHADHALAYA,Naba Uddipon,Liquid,Chandanasav,AY-75-A-1,Ayurvedic,Not Specified
JAKARIA AYURVED AUSHADHALAYA,Rhed Shanti,Liquid,Arjunarista,AY-75-A-2,Ayurvedic,Not Specified
JAKARIA AYURVED AUSHADHALAYA,Asthmaton,Liquid,Draksharista,AY-75-A-3,Ayurvedic,Not Specified
JAKARIA AYURVED AUSHADHALAYA,Leucorol,Liquid,Ashokarista,AY-75-A-4,Ayurvedic,Not Specified
JAKARIA AYURVED AUSHADHALAYA,Jakovit,Liquid,Aswagandharista,AY-75-A-5,Ayurvedic,Not Specified
JAKARIA AYURVED AUSHADHALAYA,Cumini,Liquid,Patrangasav,AY-75-A-6,Ayurvedic,Not Specified
JAKARIA AYURVED AUSHADHALAYA,Jakoton,Liquid,Dasamularista,AY-75-A-7,Ayurvedic,Not Specified
JAKARIA AYURVED AUSHADHALAYA,Jarari,Liquid,Amritarista,AY-75-A-8,Ayurvedic,Not Specified
JAKARIA AYURVED AUSHADHALAYA,Gasolean,Liquid,Jirakadyarista / Jirakarista,AY-75-A-9,Ayurvedic,Not Specified
JAKARIA AYURVED AUSHADHALAYA,Livasave,Liquid,Rohitakarista,AY-75-A-10,Ayurvedic,Not Specified
JAKARIA AYURVED AUSHADHALAYA,Vasakarista,Liquid,Vasakarista / Vasakasav,AY-75-A-11,Ayurvedic,Not Specified
JAKARIA AYURVED AUSHADHALAYA,Jakopep,Liquid,Mustakarista,AY-75-A-12,Ayurvedic,Not Specified
JAKARIA AYURVED AUSHADHALAYA,Batshulary,Liquid,Balarista,AY-75-A-13,Ayurvedic,Not Specified
JAKARIA AYURVED AUSHADHALAYA,Amanol Liquid,Liquid,Kutajarista,AY-75-A-14,Ayurvedic,Not Specified
JAKARIA AYURVED AUSHADHALAYA,Louhsav,Liquid,Louhasav,AY-75-A-15,Ayurvedic,Not Specified
JAKARIA AYURVED AUSHADHALAYA,Saribadi,Liquid,Saribadi,AY-75-A-16,Ayurvedic,Not Specified
JAKARIA AYURVED AUSHADHALAYA,Roktoshuddi,Liquid,Saribadyarista,AY-75-A-17,Ayurvedic,Not Specified
JAKARIA AYURVED AUSHADHALAYA,Amalaki Rasayan,Liquid,Amalaki Rasayan,AY-75-A-18,Ayurvedic,Not Specified
JAKARIA AYURVED AUSHADHALAYA,Sukra Sanjibani,Semi-Solid,Sukrasanjibani Modak,AY-75-A-19,Ayurvedic,Not Specified
JAKARIA AYURVED AUSHADHALAYA,Chyaban Prash,Semi-Solid,Chyabanprash,AY-75-A-20,Ayurvedic,Not Specified
JAKARIA AYURVED AUSHADHALAYA,Genova,Liquid,BrahmiRasayan / Sarswatarista,AY-75-A-21,Ayurvedic,Not Specified
JAKARIA AYURVED AUSHADHALAYA,Pilac,Liquid,Abhayarista,AY-75-A-22,Ayurvedic,Not Specified
JAKARIA AYURVED AUSHADHALAYA,Diaberry,Liquid,Jambadyarista,AY-75-A-23,Ayurvedic,Not Specified
JAKARIA AYURVED AUSHADHALAYA,Citronex,Liquid,Meharaj,AY-75-A-24,Ayurvedic,Not Specified
JAKARIA AYURVED AUSHADHALAYA,Vaskar Lavan,Powder,Vaskar Lavan,AY-75-A-25,Ayurvedic,Not Specified
JAKARIA AYURVED AUSHADHALAYA,Kalameghasav,Liquid,Kalameghasav,AY-75-A-26,Ayurvedic,Not Specified
JAKARIA AYURVED AUSHADHALAYA,Batary,Liquid,Batari,AY-75-A-27,Ayurvedic,Not Specified
JAKARIA AYURVED AUSHADHALAYA,Krimina,Tablet,Krimi Mudgar Ras,AY-75-A-28,Ayurvedic,Not Specified
JAKARIA AYURVED AUSHADHALAYA,Serpisol,Tablet,Nidrakar Bati,AY-75-A-29,Ayurvedic,Not Specified
JAKARIA AYURVED AUSHADHALAYA,Jaskin,Malam,Gandhakadi Malahar / Gandhak Malam,AY-75-A-30,Ayurvedic,Not Specified
JAKARIA AYURVED AUSHADHALAYA,Amanol Tablet,Tablet,Maharaj Nripatiballiav,AY-75-A-31,Ayurvedic,Not Specified
JAKARIA AYURVED AUSHADHALAYA,Pergen,Tablet,Icchabhedi Ras,AY-75-A-32,Ayurvedic,Not Specified
JAKARIA AYURVED AUSHADHALAYA,Trocon,Tablet,Naradiya Mahalaskmi Bilas,AY-75-A-33,Ayurvedic,Not Specified
JAKARIA AYURVED AUSHADHALAYA,Hemax,Tablet,Kamini Vidravan Ras,AY-75-A-34,Ayurvedic,Not Specified
JAKARIA AYURVED AUSHADHALAYA,Oster,Tablet,Vat Gajangkus,AY-75-A-35,Ayurvedic,Not Specified
JAKARIA AYURVED AUSHADHALAYA,Capra,Tablet,Raja Prabartini Bati,AY-75-A-36,Ayurvedic,Not Specified
JANOSHASTHAYA LABORATORIES (AYURVEDIC),Gynosef,Liquid,Patrangasav,AY-058-A-001,Ayurvedic,Not Specified
JANOSHASTHAYA LABORATORIES (AYURVEDIC),J-Citrix,Liquid,Chandanasav,AY-058-A-002,Ayurvedic,Not Specified
JANOSHASTHAYA LABORATORIES (AYURVEDIC),J-Mucus,Liquid,Kutajarista,AY-058-A-003,Ayurvedic,Not Specified
JANOSHASTHAYA LABORATORIES (AYURVEDIC),J-Proton,Liquid,Arjunarista,AY-058-A-004,Ayurvedic,Not Specified
JANOSHASTHAYA LABORATORIES (AYURVEDIC),Iroplex,Liquid,Ashokarista,AY-058-A-005,Ayurvedic,Not Specified
JANOSHASTHAYA LABORATORIES (AYURVEDIC),Rubiton,Liquid,Aswagandharista,AY-058-A-006,Ayurvedic,Not Specified
JANOSHASTHAYA LABORATORIES (AYURVEDIC),Janovas,Liquid,Draksharista,AY-058-A-007,Ayurvedic,Not Specified
JANOSHASTHAYA LABORATORIES (AYURVEDIC),Amalaki Rasayan,Liquid,Amalaki Rasayan,AY-058-A-008,Ayurvedic,Not Specified
JANOSHASTHAYA LABORATORIES (AYURVEDIC),Chyabanprash,Modak,Chyabanprash,AY-058-A-009,Ayurvedic,Not Specified
JANOSHASTHAYA LABORATORIES (AYURVEDIC),Jirakadyarista,Liquid,Jirakadyarista / Jirakarista,AY-058-A-010,Ayurvedic,Not Specified
JANOSHASTHAYA LABORATORIES (AYURVEDIC),Janorist,Liquid,Balarista,AY-058-A-011,Ayurvedic,Not Specified
JANOSHASTHAYA LABORATORIES (AYURVEDIC),Janomina,Liquid,Mustakarista,AY-058-A-012,Ayurvedic,Not Specified
JANOSHASTHAYA LABORATORIES (AYURVEDIC),Xplay,Capsule,Ashwagandha (Winter Cherry),AY-58-A-013,Ayurvedic,Not Specified
JANOSHASTHAYA LABORATORIES (AYURVEDIC),Janocin,Capsule,Belladonna,AY-58-A-014,Ayurvedic,Not Specified
JANOSHASTHAYA LABORATORIES (AYURVEDIC),Rheupain,Capsule,Capsicum 500 mg,AY-58-A-015,Ayurvedic,Not Specified
JANOSHASTHAYA LABORATORIES (AYURVEDIC),Ginseng,Capsule,Ginseng,AY-58-A-016,Ayurvedic,Not Specified
JANOSHASTHAYA LABORATORIES (AYURVEDIC),Rehmania,Capsule,Rehmania,AY-58-A-017,Ayurvedic,Not Specified
JANOSHASTHAYA LABORATORIES (AYURVEDIC),Janocap,Capsule,Rauwolfia,AY-58-A-018,Ayurvedic,Not Specified
JANOSHASTHAYA LABORATORIES (AYURVEDIC),J-Ginsin,Liquid,Ginseng,AY-58-A-019,Ayurvedic,Not Specified
JANOSHASTHAYA LABORATORIES (AYURVEDIC),J-Kalomeg,Liquid,Kalamegh,AY-58-A-020,Ayurvedic,Not Specified
JANOSHASTHAYA LABORATORIES (AYURVEDIC),Alkushi,Capsule,Mucuna Pruriens,AY-58-A-021,Ayurvedic,Not Specified
JANOSHASTHAYA LABORATORIES (AYURVEDIC),Ginger,Capsule,Ginger,AY-58-A-022,Ayurvedic,Not Specified
JANOSHASTHAYA LABORATORIES (AYURVEDIC),Janofit,Capsule,Chirata,AY-58-A-023,Ayurvedic,Not Specified
JIM LABORATORIES (AYURVEDIC),Jim Vas,Liquid,Vasakarista / Vasakasav,AY-219-A-001,Ayurvedic,Not Specified
JIM LABORATORIES (AYURVEDIC),Jimkuli,Liquid,Chandanasav,AY-219-A-002,Ayurvedic,Not Specified
JIM LABORATORIES (AYURVEDIC),RohiJim,Liquid,Rohitakarista,AY-219-A-003,Ayurvedic,Not Specified
JIM LABORATORIES (AYURVEDIC),FolaJim,Liquid,Phalarista,AY-219-A-004,Ayurvedic,Not Specified
JIM LABORATORIES (AYURVEDIC),Jimorist,Liquid,Mustakarista,AY-219-A-005,Ayurvedic,Not Specified
JIM LABORATORIES (AYURVEDIC),VioJim,Liquid,Uddyam,AY-219-A-006,Ayurvedic,Not Specified
JIM LABORATORIES (AYURVEDIC),SanJim,Liquid,Sanjivani Rasayan,AY-219-A-007,Ayurvedic,Not Specified
JIM LABORATORIES (AYURVEDIC),DiaJim,Liquid,Jambadyarista,AY-219-A-008,Ayurvedic,Not Specified
JUPITER PHARMACEUTICAL (AY),Jipisin,Liquid,Balarista,AY-16-A-008,Ayurvedic,Not Specified
JUPITER PHARMACEUTICAL (AY),Womavid,Liquid,Dasamularista,AY-16-A-009,Ayurvedic,Not Specified
JUPITER PHARMACEUTICAL (AY),Amlarie,Liquid,Amalaki Rasayan,AY-16-A-010,Ayurvedic,Not Specified
JUPITER PHARMACEUTICAL (AY),Jupiliv,Liquid,Rohitakarista,AY-16-A-011,Ayurvedic,Not Specified
JUPITER PHARMACEUTICAL (AY),Jupijen,Liquid,Sanjivani Rasayan,AY-16-A-012,Ayurvedic,Not Specified
JUPITER PHARMACEUTICAL (AY),Jupiskin,Liquid,Saribadyarista,AY-16-A-013,Ayurvedic,Not Specified
JUPITER PHARMACEUTICAL (AY),J-Zyme,Liquid,Mustakarista,AY-16-A-014,Ayurvedic,Not Specified
JUPITER PHARMACEUTICAL (AY),Jupivas,Liquid,Vasakarista / Vasakasav,AY-16-A-015,Ayurvedic,Not Specified
JUPITER PHARMACEUTICAL (AY),Prenor,Liquid,Ashokarista,AY-1-A-001,Ayurvedic,Not Specified
JUPITER PHARMACEUTICAL (AY),Jupiron,Liquid,Louhasav,AY-1-A-002,Ayurvedic,Not Specified
JUPITER PHARMACEUTICAL (AY),Jeroton,Liquid,Chyabanprash,AY-1-A-003,Ayurvedic,Not Specified
JUPITER PHARMACEUTICAL (AY),Direx,Liquid,Kutajarista,AY-1-A-004,Ayurvedic,Not Specified
JUPITER PHARMACEUTICAL (AY),Jiovas,Liquid,Brihat Basabaleha,AY-1-A-006,Ayurvedic,Not Specified
JUPITER PHARMACEUTICAL (AY),Vitalex,Liquid,Aravindasav,AY-1-A-007,Ayurvedic,Not Specified
JUPITER PHARMACEUTICAL (AY),Fivamol,Liquid,Amritarista,AY-1-A-005,Ayurvedic,Not Specified
KUNDESHWARI AUSHADHALAYA LTD (AY),Amritarist,Liquid,Amritarista,AY-058-A-001,Ayurvedic,Not Specified
KUNDESHWARI AUSHADHALAYA LTD (AY),Aravindasav,Liquid,Aravindasav,AY-058-A-217,Ayurvedic,Not Specified
KUNDESHWARI AUSHADHALAYA LTD (AY),Abhayarista,Liquid,Abhayarista,AY-058-A-002,Ayurvedic,Not Specified
KUNDESHWARI AUSHADHALAYA LTD (AY),Ashokarista,Liquid,Ashokarista,AY-058-A-006,Ayurvedic,Not Specified
KUNDESHWARI AUSHADHALAYA LTD (AY),Aswagandharista,Liquid,Aswagandharista,AY-058-A-003,Ayurvedic,Not Specified
KUNDESHWARI AUSHADHALAYA LTD (AY),Amlaki Rasayan,Liquid,Amalaki Rasayan,AY-058-A-008,Ayurvedic,Not Specified
KUNDESHWARI AUSHADHALAYA LTD (AY),Kutajarista,Liquid,Kutajarista,AY-058-A-004,Ayurvedic,Not Specified
KUNDESHWARI AUSHADHALAYA LTD (AY),Khadirarist,Liquid,Khadirarista,AY-058-A-014,Ayurvedic,Not Specified
KUNDESHWARI AUSHADHALAYA LTD (AY),Jambadyarista,Liquid,Jambadyarista,AY-058-A-019,Ayurvedic,Not Specified
KUNDESHWARI AUSHADHALAYA LTD (AY),Chandanasav,Liquid,Chandanasav,AY-058-A-018,Ayurvedic,Not Specified
KUNDESHWARI AUSHADHALAYA LTD (AY),Jirakadyarista,Liquid,Jirakadyarista / Jirakarista,AY-058-A-010,Ayurvedic,Not Specified
KUNDESHWARI AUSHADHALAYA LTD (AY),Dasamulaista (Ka),Liquid,Dasamularista (Kasturi),AY-058-A-013,Ayurvedic,Not Specified
KUNDESHWARI AUSHADHALAYA LTD (AY),Dasamularist,Liquid,Dasamularista,AY-058-A-013,Ayurvedic,Not Specified
KUNDESHWARI AUSHADHALAYA LTD (AY),Devadarvadyarista,Liquid,Devadarvadyarista,AY-058-A-206,Ayurvedic,Not Specified
KUNDESHWARI AUSHADHALAYA LTD (AY),Drakharista,Liquid,Draksharista,AY-058-A-017,Ayurvedic,Not Specified
KUNDESHWARI AUSHADHALAYA LTD (AY),Patrangasav,Liquid,Patrangasav,AY-058-A-009,Ayurvedic,Not Specified
KUNDESHWARI AUSHADHALAYA LTD (AY),Arjunarista,Liquid,Arjunarista,AY-058-A-015,Ayurvedic,Not Specified
KUNDESHWARI AUSHADHALAYA LTD (AY),Punarnavasav,Liquid,Punarnavasav,AY-058-A-248,Ayurvedic,Not Specified
KUNDESHWARI AUSHADHALAYA LTD (AY),Prasarani Sandhan,Liquid,Prasarani Sandhan,AY-058-A-012,Ayurvedic,Not Specified
KUNDESHWARI AUSHADHALAYA LTD (AY),Balarist,Liquid,Balarista,AY-058-A-015,Ayurvedic,Not Specified
KUNDESHWARI AUSHADHALAYA LTD (AY),Vasakarista,Liquid,Vasakarista / Vasakasav,AY-058-A-026,Ayurvedic,Not Specified
KUNDESHWARI AUSHADHALAYA LTD (AY),Maha Drakshaista,Liquid,Maha Draksharista,AY-058-A-023,Ayurvedic,Not Specified
KUNDESHWARI AUSHADHALAYA LTD (AY),Mustakarista,Liquid,Mustakarista,AY-058-A-022,Ayurvedic,Not Specified
KUNDESHWARI AUSHADHALAYA LTD (AY),Rohitakarista,Liquid,Rohitakarista,AY-058-A-024,Ayurvedic,Not Specified
KUNDESHWARI AUSHADHALAYA LTD (AY),Lakshanarista,Liquid,Lakshanarista,AY-058-A-250,Ayurvedic,Not Specified
KUNDESHWARI AUSHADHALAYA LTD (AY),Louhasav,Liquid,Louhasav,AY-058-A-027,Ayurvedic,Not Specified
KUNDESHWARI AUSHADHALAYA LTD (AY),Brahmirasayan,Liquid,BrahmiRasayan / Sarswatarista,AY-058-A-021,Ayurvedic,Not Specified
KUNDESHWARI AUSHADHALAYA LTD (AY),Saribadyarista,Liquid,Saribadyarista,AY-058-A-020,Ayurvedic,Not Specified
KUNDESHWARI AUSHADHALAYA LTD (AY),Kanakasav,Liquid,Kanakasav,AY-058-A-005,Ayurvedic,Not Specified
KUNDESHWARI AUSHADHALAYA LTD (AY),Saribadi,Liquid,Saribadi,AY-058-A-016,Ayurvedic,Not Specified
KUNDESHWARI AUSHADHALAYA LTD (AY),Arjun Ghrita,Semi-Solid,Arjun Ghrita,AY-058-A-038,Ayurvedic,Not Specified
KUNDESHWARI AUSHADHALAYA LTD (AY),Ashok Ghrita,Semi-Solid,Ashok Ghrita,AY-058-A-195,Ayurvedic,Not Specified
KUNDESHWARI AUSHADHALAYA LTD (AY),Kumar Kalpadruma Ghrita,Semi-Solid,Kumar Kalpadruma Ghrita,AY-058-A-194,Ayurvedic,Not Specified
KUNDESHWARI AUSHADHALAYA LTD (AY),Panchatikta Ghrita,Semi-Solid,Panchatikta Ghrita,AY-058-A-196,Ayurvedic,Not Specified
KUNDESHWARI AUSHADHALAYA LTD (AY),Panchatikata Grita Guggulu,Semi-Solid,Panchatikta Grita Guggulu,AY-058-A-037,Ayurvedic,Not Specified
KUNDESHWARI AUSHADHALAYA LTD (AY),Phalakalyan Ghrita,Semi-Solid,Phalakalyan Ghrita,AY-058-A-200,Ayurvedic,Not Specified
KUNDESHWARI AUSHADHALAYA LTD (AY),Baharer Nani,Semi-Solid,Baharer Nani,AY-058-A-034,Ayurvedic,Not Specified
