name_of_the_manufacturer,brand_name,dosages_description,generic_name_and_strength,dar,medicine_system,use_for
JBL DRUG LABORATORIES (UNANI),Painwell,Capsule,Habb-e Suranjan,U-25-A-018,Unani,Not Specified
JBL DRUG LABORATORIES (UNANI),Xerem,Liquid,Tila Mushki,U-25-A-019,Unani,Not Specified
JBL DRUG LABORATORIES (UNANI),Moazeb,Malam,Marham Ajeeb,U-25-A-020,Unani,Not Specified
JBL DRUG LABORATORIES (UNANI),JBL Basok,Liquid,Sharbat Vasac,U-25-A-021,Unani,Not Specified
JBL DRUG LABORATORIES (UNANI),L-Pin,Liquid,Sharbat Kirmin,U-25-A-022,Unani,Not Specified
JBL DRUG LABORATORIES (UNANI),JBDin,Liquid,Sharbat Deenar,U-025-A-001,Unani,Not Specified
JBL DRUG LABORATORIES (UNANI),JBL-Kali,Liquid,Sharbat Buzuri,U-025-A-002,Unani,Not Specified
JBL DRUG LABORATORIES (UNANI),J-Mina,Liquid,Arq Nankha,U-025-A-003,Unani,Not Specified
JBL DRUG LABORATORIES (UNANI),Himo Extra,Liquid,Sharbat Faulad,U-025-A-004,Unani,Not Specified
JIBON UNANI LABORATORIES,F-Globin,Liquid,Sharbat Faulad,U-023-A-001,Unani,Not Specified
JIBON UNANI LABORATORIES,Jbrol,Liquid,Sharbat Ejaz,U-023-A-002,Unani,Not Specified
JIBON UNANI LABORATORIES,Libojib,Liquid,Sharbat Deenar,U-023-A-003,Unani,Not Specified
JIBON UNANI LABORATORIES,Stomagin,Liquid,Arq Nankha,U-023-A-004,Unani,Not Specified
JIBON UNANI LABORATORIES,Bastom,Liquid,Arq Badiyan,U-023-A-006,Unani,Not Specified
JIBON UNANI LABORATORIES,Citrojib,Liquid,Sharbat Buzuri,U-023-A-007,Unani,Not Specified
JIBON UNANI LABORATORIES,JB-Jenzin,Liquid,Sharbat Jinsin,U-023-A-008,Unani,Not Specified
JIBON UNANI LABORATORIES,Licojib,Liquid,Arq Dashmool,U-023-A-010,Unani,Not Specified
JIBON UNANI LABORATORIES,Jblin,Liquid,Sharbat Tiflin,U-023-A-011,Unani,Not Specified
JIBON UNANI LABORATORIES,Jbton,Liquid,Sharbat Seb,U-023-A-012,Unani,Not Specified
JINI UNANI LABORATORIES LTD.,NEDcure,Capsule,Qurs Muqavvi Khas,U-65-A-030,Unani,Not Specified
JINI UNANI LABORATORIES LTD.,Carrojin,Liquid,Arq Gaozaban,U-65-A-008,Unani,Not Specified
JINI UNANI LABORATORIES LTD.,Jini Pudina,Liquid,Arq Poodina,U-65-A-007,Unani,Not Specified
JINI UNANI LABORATORIES LTD.,Assimil,Liquid,Arq Nankha,U-65-A-006,Unani,Not Specified
JINI UNANI LABORATORIES LTD.,Livlic,Liquid,Sharbat Deenar,U-65-A-004,Unani,Not Specified
JINI UNANI LABORATORIES LTD.,Freezynil,Liquid,Sharbat Ejaz,U-65-A-002,Unani,Not Specified
JINI UNANI LABORATORIES LTD.,Jini Buzuri,Liquid,Sharbat Buzuri,U-65-A-001,Unani,Not Specified
JINI UNANI LABORATORIES LTD.,Cu-tab,Tablet,Qurs Barsina,U-65-A-029,Unani,Not Specified
JINI UNANI LABORATORIES LTD.,Peuzol,Tablet,Habb-e Mushahhi,U-65-A-032,Unani,Not Specified
JINI UNANI LABORATORIES LTD.,Neutragandh,Capsule,Habb-e Asgand,U-65-A-031,Unani,Not Specified
JINI UNANI LABORATORIES LTD.,Cerecare,Tablet,Habb-e Jawaher,U-65-A-028,Unani,Not Specified
JINI UNANI LABORATORIES LTD.,Painease,Capsule,Habb-e Suranjan,U-65-A-027,Unani,Not Specified
JINI UNANI LABORATORIES LTD.,Limjin,Capsule,Kushta Sadaf,U-65-A-026,Unani,Not Specified
JINI UNANI LABORATORIES LTD.,Lissim,Capsule,Qurs Muhazzil,U-65-A-025,Unani,Not Specified
JINI UNANI LABORATORIES LTD.,Habbe Munish,Capsule,Habb-e Munish,U-65-A-024,Unani,Not Specified
JINI UNANI LABORATORIES LTD.,Tonolib,Liquid,Arq Lahmina,U-65-A-023,Unani,Not Specified
JINI UNANI LABORATORIES LTD.,Sharbat Jinsin,Liquid,Sharbat Jinsin,U-65-A-022,Unani,Not Specified
JINI UNANI LABORATORIES LTD.,Herbvita,Liquid,Sharbat Seb,U-65-A-021,Unani,Not Specified
JINI UNANI LABORATORIES LTD.,Utrazen,Liquid,Habb-e Mudir,U-65--009,Unani,Not Specified
JINI UNANI LABORATORIES LTD.,Brongchanil,Tablet,Qurs Surfin,U-65-A-014,Unani,Not Specified
JINI UNANI LABORATORIES LTD.,Qurs Hazmina,Tablet,Qurs Hazmina,U-65-A-010,Unani,Not Specified
JINI UNANI LABORATORIES LTD.,Beefygra,Capsule,Habb-e Ambar Momiyaee,U-65-A-011,Unani,Not Specified
JINI UNANI LABORATORIES LTD.,Sugonil,Tablet,Qurs Ziabit,U-65-A-012,Unani,Not Specified
JINI UNANI LABORATORIES LTD.,Cure-Mach,Tablet,Qurs Pechish,U-65-A-013,Unani,Not Specified
JINI UNANI LABORATORIES LTD.,Vigorous,Capsule,Habb-e Nishat,U-65-A-016,Unani,Not Specified
JINI UNANI LABORATORIES LTD.,Hyperlix,Tablet,Qurs Garlitab,U-65-A-015,Unani,Not Specified
JINI UNANI LABORATORIES LTD.,Gynorisk,Liquid,Sharbat Niswan,U-65-A-017,Unani,Not Specified
JINI UNANI LABORATORIES LTD.,Skinorex,Liquid,Sharbat Musaffi,U-65-A-018,Unani,Not Specified
JINI UNANI LABORATORIES LTD.,Flojin,Liquid,Sharbat Misali,U-65-A-019,Unani,Not Specified
JINI UNANI LABORATORIES LTD.,Colease,Liquid,Sharbat Atfal,U-65-A-020,Unani,Not Specified
JINI UNANI LABORATORIES LTD.,Sorenil,Tablet,Qurs Hazmol,U-65-A-010,Unani,Not Specified
JORGE UNANI LABORATORIES  (UNANI),Arq Lahsun,Liquid,Arq Lahsun,U-293-A-008,Unani,Not Specified
JORGE UNANI LABORATORIES  (UNANI),Arq Faulin,Liquid,Arq Faulin,U-293-A-009,Unani,Not Specified
JORGE UNANI LABORATORIES  (UNANI),Arq Poodina,Liquid,Arq Poodina,U-293-A-010,Unani,Not Specified
JORGE UNANI LABORATORIES  (UNANI),Sharbat Amla,Liquid,Sharbat Amla,U-293-A-011,Unani,Not Specified
JORGE UNANI LABORATORIES  (UNANI),Sharbat Hazmina,Liquid,Sharbat Hazmina,U-293-A-012,Unani,Not Specified
JORGE UNANI LABORATORIES  (UNANI),Sharbat tulsi,Liquid,Sharbat Tulsi,U-293-A-013,Unani,Not Specified
JORGE UNANI LABORATORIES  (UNANI),Sharbat Dimaghi,Liquid,Sharbat Dimaghi,U-293-A-014,Unani,Not Specified
JORGE UNANI LABORATORIES  (UNANI),Sharbat Vasac,Liquid,Sharbat Vasac,U-293-A-015,Unani,Not Specified
JORGE UNANI LABORATORIES  (UNANI),Sharbat Buzuri,Liquid,Sharbat Buzuri,U-293-A-016,Unani,Not Specified
JORGE UNANI LABORATORIES  (UNANI),Sharbat Mavez,Liquid,Sharbat Mavez,U-293-A-017,Unani,Not Specified
JORGE UNANI LABORATORIES  (UNANI),Sharbat Musaffi,Liquid,Sharbat Musaffi,U-293-A-018,Unani,Not Specified
JORGE UNANI LABORATORIES  (UNANI),Sharbat Seb,Liquid,Sharbat Seb,U-293-A-019,Unani,Not Specified
JOY LABORATORIES (UNANI),Qurs Ziabit,Tablet,Qurs Ziabit,U-170-A-016,Unani,Not Specified
JOY LABORATORIES (UNANI),Habbe Lemun,Tablet,Habb-e Lemun,U-170-A-017,Unani,Not Specified
JOY LABORATORIES (UNANI),Habbe Mushahhi,Tablet,Habb-e Mushahhi,U-170-A-018,Unani,Not Specified
JOY LABORATORIES (UNANI),Habbe Helteet,Tablet,Habb-e Helteet,U-170-A-019,Unani,Not Specified
JOY LABORATORIES (UNANI),Habbe Ahmar,Tablet,Habb-e Ahmar,U-170-A-020,Unani,Not Specified
JOY LABORATORIES (UNANI),Sharbat Tulsi,Liquid,Sharbat Tulsi,U-170-A-021,Unani,Not Specified
JOY LABORATORIES (UNANI),Sharbat Angoor,Liquid,Sharbat Angoor,U-170-A-022,Unani,Not Specified
JOY LABORATORIES (UNANI),Arq Lahsun,Liquid,Arq Lahsun,U-170-A-023,Unani,Not Specified
JOY LABORATORIES (UNANI),Sharbat Musaffi,Liquid,Sharbat Musaffi,U-170-A-024,Unani,Not Specified
JOY LABORATORIES (UNANI),JP-Feron,Liquid,Sharbat Faulad,U-077-A-001,Unani,Not Specified
JOY LABORATORIES (UNANI),JP-Rin,Liquid,Sharbat Buzuri,U-077-A-002,Unani,Not Specified
JOY LABORATORIES (UNANI),Dizim,Liquid,Arq Hazim,U-077-A-003,Unani,Not Specified
JOY LABORATORIES (UNANI),Sharbat Kylosin,Liquid,Sharbat Chylosin,U-077-A-004,Unani,Not Specified
JOY LABORATORIES (UNANI),Amojol,Liquid,Sharbat Belgiri,U-077-A-005,Unani,Not Specified
JOY LABORATORIES (UNANI),JP-Vit,Liquid,Sharbat Seb,U-077-A-006,Unani,Not Specified
JOY LABORATORIES (UNANI),J-Cough,Liquid,Sharbat Vasac,U-077-A-007,Unani,Not Specified
JOY LABORATORIES (UNANI),Leurex,Liquid,Sharbat Nisa,U-077-A-008,Unani,Not Specified
JOY LABORATORIES (UNANI),JP-Cid,Liquid,Sufoof Humuzin,U-077-A-009,Unani,Not Specified
JOY LABORATORIES (UNANI),Leucotab,Tablet,Qurs Sailan,U-077-A-010,Unani,Not Specified
JOY LABORATORIES (UNANI),Habbe Mudir,Tablet,Habb-e Mudir,U-077-A-011,Unani,Not Specified
JOY LABORATORIES (UNANI),Vigostab,Tablet,Habb-e Mumsik,U-077-A-012,Unani,Not Specified
KEYA DRUG INDUSTRIES (UNANI),Keyasaf,Liquid,Sharbat Musaffi,U-101-A-017,Unani,Not Specified
KEYA DRUG INDUSTRIES (UNANI),Keya-Tulsi,Liquid,Sharbat Tulsi,U-101-A-018,Unani,Not Specified
KEYA DRUG INDUSTRIES (UNANI),Keyaton,Liquid,Sharbat Gajar,U-101-A-019,Unani,Not Specified
KEYA DRUG INDUSTRIES (UNANI),Keyaplex,Liquid,Sharbat Mavez,U-101-A-020,Unani,Not Specified
KEYA DRUG INDUSTRIES (UNANI),Keyamax,Liquid,Arq Zeera,U-101-A-021,Unani,Not Specified
KEYA DRUG INDUSTRIES (UNANI),K-Anar,Liquid,Sharbat Anar,U-101-A-022,Unani,Not Specified
KEYA DRUG INDUSTRIES (UNANI),K-Tizer,Liquid,Sharbat Misali,U-101-A-023,Unani,Not Specified
KEYA DRUG INDUSTRIES (UNANI),K-Gaozaban,Liquid,Sharbat Gaozaban,U-101-A-024,Unani,Not Specified
KEYA DRUG INDUSTRIES (UNANI),Keyajin,Liquid,Sharbat Muqavvi,U-101-A-025,Unani,Not Specified
KEYA DRUG INDUSTRIES (UNANI),Kaya-Amla,Liquid,Sharbat Amla,U-101-A-026,Unani,Not Specified
KEYA DRUG INDUSTRIES (UNANI),Arq Ajwain,Liquid,Arq Ajwain,U-010-A-001,Unani,Not Specified
KEYA DRUG INDUSTRIES (UNANI),K-laham,Liquid,Arq Maul Lahm,U-010-A-002,Unani,Not Specified
KEYA DRUG INDUSTRIES (UNANI),Keyacof,Liquid,Sharbat Sadar,U-010-A-003,Unani,Not Specified
KEYA DRUG INDUSTRIES (UNANI),Jowarish Kamuni,Semi-Solid,Jowarish Kamuni,U-010-A-004,Unani,Not Specified
KEYA DRUG INDUSTRIES (UNANI),Keyacid Plus,Liquid,Sufoof Humuzin,U-010-A-005,Unani,Not Specified
KEYA DRUG INDUSTRIES (UNANI),Keyavit Plus,Liquid,Sharbat Seb,U-010-A-006,Unani,Not Specified
KEYA DRUG INDUSTRIES (UNANI),Lemolex,Liquid,Sharbat Santara,U-010-A-007,Unani,Not Specified
KEYA DRUG INDUSTRIES (UNANI),Himoron,Liquid,Sharbat Faulad,U-010-A-008,Unani,Not Specified
KEYA DRUG INDUSTRIES (UNANI),Stomazeyl,Liquid,Sharbat Hazmina,U-010-A-009,Unani,Not Specified
KEYA DRUG INDUSTRIES (UNANI),Smilex,Liquid,Sharbat Jinsin,U-010-A-010,Unani,Not Specified
KEYA DRUG INDUSTRIES (UNANI),Keya-Deneer,Liquid,Sharbat Deenar,U-010-A-011,Unani,Not Specified
KEYA DRUG INDUSTRIES (UNANI),Keya-Niswan,Liquid,Sharbat Niswan,U-010-A-012,Unani,Not Specified
KEYA DRUG INDUSTRIES (UNANI),Sharbat Kirmin,Liquid,Sharbat Kirmin,U-010-A-013,Unani,Not Specified
KEYA DRUG INDUSTRIES (UNANI),Sharbat Banafsha,Liquid,Sharbat Banafsha,U-101-A-014,Unani,Not Specified
KEYA DRUG INDUSTRIES (UNANI),Sharbat Belgiri,Liquid,Sharbat Belgiri,U-101-A-015,Unani,Not Specified
KEYA DRUG INDUSTRIES (UNANI),Keya-Poodina,Liquid,Arq Poodina,U-101-A-016,Unani,Not Specified
KEYA DRUG INDUSTRIES (UNANI),Marham Ajeeb,Ointment,Marham Ajeeb,U-101-A-018,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),Feero-K,Liquid,Sharbat Faulad,U-087-A-008,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),KP Sharbat Hayateen,Liquid,Sharbat Hayateen Murakkab,U-87-A-041,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),KP Musaffi,Liquid,Sharbat Musaffi,U-87-A-042,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),KP Humma,Tablet,Habb-e Humma,U-87-A-043,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),KP Musaffi,Tablet,Habb-e Musaffi,U-87-A-044,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),KP Hayateen Plus,Tablet,Habb-e Hayateen Murakkab Jawahirdar,U-87-A-045,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),KP Hayateen,Tablet,Habb-e Hayaeen Murakkab,U-87-A-046,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),KP Asabin,Tablet,Habb-e Asabin,U-87-A-047,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),KP Salajeet,Tablet,Qurs Salajeet,U-87-A-048,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),KP Niswani,Tablet,Qurs Niswani,U-87-A-049,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),KP Deedan,Tablet,Qurs Deedan,U-87-A-050,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),KP Garlitab,Tablet,Qurs Garlitab,U-87-A-051,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),KP Kundur,Tablet,Qurs Kundur,U-87-A-052,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),KP Kaknaj,Tablet,Qurs Kaknaj,U-87-A-053,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),KP Infuza,Tablet,Qurs Infuza,U-87-A-054,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),KP Awja,Tablet,Qurs Awja,U-87-A-055,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),Codil,Liquid,Sharbat Sadar,U-087-A-006,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),Diureti,Liquid,Sharbat Buzuri,U-087-A-007,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),Cepagin,Liquid,Arq Hazim,U-087-A-009,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),Khamira Abresham,Semi-Solid,Khamira Abresham,U-087-A-012,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),Anripa,Liquid,Arq Dashmool,U-087-A-013,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),KP-Nan,Liquid,Arq Nankha,U-087-A-014,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),Katacory,Liquid,Sharbat Khansina,U-087-A-016,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),Hepacon,Liquid,Sharbat Deenar,U-087-A-017,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),Sumak,Liquid,Sharbat Belgiri,U-087-A-018,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),Pudina,Liquid,Arq Poodina,U-087-A-019,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),Misali,Liquid,Sharbat Misali,U-087-A-020,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),KP Jinsin,Liquid,Sharbat Jinsin,U-087-A-021,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),Habbe Mumsik,Capsule,Habb-e Mumsik,U-087-A-022,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),KP Ambor,Capsule,Habb-e Ambar Momiyaee,U-087-A-023,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),Habbe Munish,Capsule,Habb-e Munish,U-087-A-024,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),KP-Nishat,Capsule,Habb-e Nishat,U-087-A-025,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),Marham Naurin,Ointment,Marham Naurin,U-087-A-026,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),Sanun Babla,Powder,Sanoon Babla,U-087-A-027,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),Hazmina,Liquid,Sharbat Hazmina,U-087-A-028,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),Humuzin Suspension,Liquid,Sufoof Humuzin,U-087-A-029,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),KP Kirmin,Liquid,Sharbat Kirmin,U-087-A-030,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),Marhab Azib,Ointment,Marham Ajeeb,U-087-A-031,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),KP Pech,Capsule,Qurs Pechish,U-087-A-032,Unani,Not Specified
KHANDAKER LABORATORIES (UNANI),Qurs Hazmol,Capsule,Qurs Hazmol,U-087-A-033,Unani,Not Specified
LEO PHARMA (UNANI),Marham Azib,Ointment,Marham Ajeeb,U-094-A-001,Unani,Not Specified
LEO PHARMA (UNANI),Leocough,Liquid,Sharbat Sadar,U-094-A-002,Unani,Not Specified
LEO PHARMA (UNANI),Majun Dibidul Wardh,Semi-Solid,Majoon Dabeedul Ward,U-094-A-003,Unani,Not Specified
LEO PHARMA (UNANI),Marham Kafuri,Ointment,Marham Kafuri,U-094-A-004,Unani,Not Specified
LEO PHARMA (UNANI),Arq Hazim,Liquid,Arq Hazim,U-094-A-005,Unani,Not Specified
LEO PHARMA (UNANI),Habbe Shefa,Tablet,Habb-e Shefa,U-094-A-006,Unani,Not Specified
LEO PHARMA (UNANI),Zawarish Zalinush,Semi-Solid,Jowarish Jalinoos,U-094-A-007,Unani,Not Specified
LEO PHARMA (UNANI),Leoferon,Liquid,Sharbat Faulad,U-094-A-008,Unani,Not Specified
LEO PHARMA (UNANI),Kurs Pech,Tablet,Qurs Pechish,U-094-A-009,Unani,Not Specified
LEO PHARMA (UNANI),Leozem,Liquid,Arq Nankha,U-094-A-010,Unani,Not Specified
LEO PHARMA (UNANI),Sharbat Karmina,Liquid,Sharbat Karmina,U-094-A-011,Unani,Not Specified
LEO PHARMA (UNANI),Leostop,Liquid,Sharbat Belgiri,U-094-A-012,Unani,Not Specified
LEO PHARMA (UNANI),Arq Gauzaban,Liquid,Arq Gaozaban,U-094-A-013,Unani,Not Specified
LEO PHARMA (UNANI),Leolive,Liquid,Sharbat Deenar,U-094-A-014,Unani,Not Specified
LEO PHARMA (UNANI),Leocitra,Liquid,Sharbat Santara,U-094-A-015,Unani,Not Specified
LEO PHARMA (UNANI),Leoton Plus,Liquid,Sharbat Misali,U-094-A-016,Unani,Not Specified
LEO PHARMA (UNANI),Leocardial,Liquid,Sharbat Niswan,U-094-A-017,Unani,Not Specified
LEO PHARMA (UNANI),Leovitral,Liquid,Sharbat Jinsin,U-094-A-018,Unani,Not Specified
LEO PHARMA (UNANI),Leoside,Liquid,Sharbat Jiryani,U-094-A-019,Unani,Not Specified
LEO PHARMA (UNANI),Leofresh,Liquid,Sharbat Musaffi,U-094-A-020,Unani,Not Specified
LIMIT LABORATORIES (UNANI),Limit-ton,Liquid,Sharbat Faulad,U-238-A-001,Unani,Not Specified
LIMIT LABORATORIES (UNANI),Limit Brickkhamul,Liquid,Sharbat Seb,U-238-A-002,Unani,Not Specified
LIMIT LABORATORIES (UNANI),Sharbat Santara,Liquid,Sharbat Santara,U-138-A-003,Unani,Not Specified
LIMIT LABORATORIES (UNANI),Livosadar,Liquid,Arq Nankha,U-238-A-004,Unani,Not Specified
LIMIT LABORATORIES (UNANI),Sharbat Deenar,Liquid,Sharbat Deenar,U-238-A-005,Unani,Not Specified
LIMIT LABORATORIES (UNANI),Arq Nankha,Liquid,Sharbat Sadar,U-238-A-006,Unani,Not Specified
LIMIT LABORATORIES (UNANI),SB-ton,Liquid,Sharbat Anar,U-238-A-007,Unani,Not Specified
LIMIT LABORATORIES (UNANI),Limovita,Liquid,Sharbat Amrood,U-238-A-008,Unani,Not Specified
LIMIT LABORATORIES (UNANI),Orange-Vita,Liquid,Sharbat Angoor,U-238-A-009,Unani,Not Specified
LIMIT LABORATORIES (UNANI),Beri-ton,Liquid,Sharbat Mavez,U-238-A-010,Unani,Not Specified
LIMIT LABORATORIES (UNANI),Rose-ton,Liquid,Sharbat Misali,U-238-A-011,Unani,Not Specified
LIMIT LABORATORIES (UNANI),Limit Jinsin,Liquid,Sharbat Jinsin,U-238-A-012,Unani,Not Specified
LIMIT LABORATORIES (UNANI),RB-ton,Liquid,Sharbat Hayateen Murakkab,U-238-A-013,Unani,Not Specified
LIMIT LABORATORIES (UNANI),Melaben,Liquid,Sharbat Gheekowar,U-238-A-014,Unani,Not Specified
LIMIT LABORATORIES (UNANI),Glorimin,Liquid,Sharbat Samarat,U-238-A-015,Unani,Not Specified
LIMIT LABORATORIES (UNANI),Memoglin,Liquid,Sharbat Dimaghi,U-238-A-016,Unani,Not Specified
LION UNANI LABORATORIES,Haptasol,Liquid,Sharbat Deenar,U-38-A-1,Unani,Not Specified
LION UNANI LABORATORIES,Citrasol,Liquid,Sharbat Buzuri,U-38-A-2,Unani,Not Specified
LION UNANI LABORATORIES,Lioton,Liquid,Sharbat Gaozaban,U-38-A-3,Unani,Not Specified
LION UNANI LABORATORIES,Sharbat Faulad,Liquid,Sharbat Faulad,U-38-A-4,Unani,Not Specified
LION UNANI LABORATORIES,Lizon,Liquid,Arq Nankha,U-38-A-5,Unani,Not Specified
LION UNANI LABORATORIES,Liobel,Liquid,Sharbat Belgiri,U-38-A-6,Unani,Not Specified
LION UNANI LABORATORIES,Licof,Liquid,Sharbat Ejaz,U-38-A-8,Unani,Not Specified
LION UNANI LABORATORIES,Liofem,Liquid,Sharbat Niswan,U-38-A-9,Unani,Not Specified
LION UNANI LABORATORIES,Sharbat Musaffi,Liquid,Sharbat Musaffi,U-38-A-10,Unani,Not Specified
LION UNANI LABORATORIES,Sharbat Tiflin,Liquid,Sharbat Tiflin,U-38-A-11,Unani,Not Specified
LION UNANI LABORATORIES,Sharbat Jinsin,Liquid,Sharbat Jinsin,U-38-A-7,Unani,Not Specified
LOKMAN HAKIM LABORATORIES (UNANI),Sharbat Misali,Liquid,Sharbat Misali,U-309-A-001,Unani,Not Specified
LOKMAN HAKIM LABORATORIES (UNANI),Sharbat Niswan,Liquid,Sharbat Niswan,U-309-A-002,Unani,Not Specified
LOKMAN HAKIM LABORATORIES (UNANI),Sharbat Faulad,Liquid,Sharbat Faulad,U-309-A-003,Unani,Not Specified
LOKMAN HAKIM LABORATORIES (UNANI),Sharbat Deenar,Liquid,Sharbat Deenar,U-309-A-005,Unani,Not Specified
LOKMAN HAKIM LABORATORIES (UNANI),Sharbat Hazmina,Liquid,Sharbat Hazmina,U-309-A-004,Unani,Not Specified
LOKMAN HAKIM LABORATORIES (UNANI),Sharbat Buzuri,Liquid,Sharbat Buzuri,U-309-A-006,Unani,Not Specified
LOKMAN HAKIM LABORATORIES (UNANI),Sharbat Tulsi,Liquid,Sharbat Tulsi,U-309-A-007,Unani,Not Specified
LOKMAN HAKIM LABORATORIES (UNANI),Sharbat Musaffi,Liquid,Sharbat Musaffi,U-309-A-008,Unani,Not Specified
LOKMAN HAKIM LABORATORIES (UNANI),Sharbat Ustukhudus,Liquid,Sharbat Ustukhudus,U-309-A-010,Unani,Not Specified
LOKMAN HAKIM LABORATORIES (UNANI),Sharbat Tiflin,Liquid,Sharbat Tiflin,U-309-A-011,Unani,Not Specified
LOKMAN HAKIM LABORATORIES (UNANI),Sharbat Mudir,Liquid,Sharbat Mudir,U-309-A-012,Unani,Not Specified
LOKMAN HAKIM LABORATORIES (UNANI),Sharbat Amla,Liquid,Sharbat Amla,U-309-A-013,Unani,Not Specified
M S LABORATORIES (UNANI),Aro-D,Capsule,Habb-e Hayaeen Murakkab,U-88-A-005,Unani,Not Specified
M S LABORATORIES (UNANI),Ostopain,Capsule,Habb-e Suranjan,U-88-A-006,Unani,Not Specified
M S LABORATORIES (UNANI),Arthrocap,Capsule,Habb-e Azaraqi,U-88-A-007,Unani,Not Specified
M S LABORATORIES (UNANI),Helcid,Capsule,Habb-e Helteet,U-88-A-008,Unani,Not Specified
M S LABORATORIES (UNANI),Castrex,Capsule,Habb-e Nishat,U-88-A-009,Unani,Not Specified
M S LABORATORIES (UNANI),Diadiet,Capsule,Qurs Ziabit,U-88-A-010,Unani,Not Specified
M S LABORATORIES (UNANI),Sparmocap,Capsule,Habb-e Mumsik,U-88-A-011,Unani,Not Specified
M S LABORATORIES (UNANI),Leuconis,Liquid,Sharbat Niswan,U-88-A-012,Unani,Not Specified
M S LABORATORIES (UNANI),M S Isapgul,Powder,Isabgul Plane,U-88-A-013,Unani,Not Specified
M S LABORATORIES (UNANI),Saficare,Liquid,Sharbat Musaffi,U-88-A-014,Unani,Not Specified
M S LABORATORIES (UNANI),M S Saylan,Liquid,Sharbat Sailan,U-88-A-015,Unani,Not Specified
M S LABORATORIES (UNANI),Protogen,Liquid,Arq Maul Lahm,U-88-A-016,Unani,Not Specified
M S LABORATORIES (UNANI),M S Dinar,Liquid,Sharbat Deenar,U-88-A-017,Unani,Not Specified
M S LABORATORIES (UNANI),Votacod,Liquid,Sharbat Misali,U-88-A-018,Unani,Not Specified
M S LABORATORIES (UNANI),Aswa Plus,Liquid,Sharbat Jinsin,U-88-A-019,Unani,Not Specified
M S LABORATORIES (UNANI),M S - Ton,Liquid,Sharbat Seb,U-88-A-020,Unani,Not Specified
M S LABORATORIES (UNANI),Vitis Plus,Liquid,Sharbat Mavez,U-88-A-002,Unani,Not Specified
M S LABORATORIES (UNANI),Erictocap,Capsule,Habb-e Ambar Momiyaee,U-88-A-022,Unani,Not Specified
M S LABORATORIES (UNANI),M S Tulsi,Liquid,Sharbat Tulsi,U-88-A-023,Unani,Not Specified
M S LABORATORIES (UNANI),Oral Saline M,Powder,Aab-e Namak Shireen,U-88-A-024,Unani,Not Specified
M S LABORATORIES (UNANI),Hazmocid,Liquid,Sharbat Hazmina,U-88-A-025,Unani,Not Specified
M S LABORATORIES (UNANI),M-Tonix,Powder,Sufoof Pechish,U-88-A-026,Unani,Not Specified
M S LABORATORIES (UNANI),Diatokit,Capsule,Qurs Pechish,U-88-A-027,Unani,Not Specified
M S LABORATORIES (UNANI),MS-Sin,Capsule,Habb-e Madar,U-88-A-028,Unani,Not Specified
M S LABORATORIES (UNANI),Nitaron,Capsule,Habb-e Bawaseer Badi,U-88-A-029,Unani,Not Specified
M S LABORATORIES (UNANI),Pailocot,Capsule,Habb-e Bawaseer Damavi,U-88-A-030,Unani,Not Specified
