name_of_the_manufacturer,brand_name,dosages_description,generic_name_and_strength,dar,medicine_system,use_for
"GUARDIAN HEALTHCARE LTD., (HERBAL DIVISION)",Habby,Powder,Psyllium Husk,057-006-94,Herbal,Not Specified
"GUARDIAN HEALTHCARE LTD., (HERBAL DIVISION)",Hersafe,Capsule,Echinacea,057-007-94,Herbal,Not Specified
"GUARDIAN HEALTHCARE LTD., (HERBAL DIVISION)",Lactogut,Capsule,Lactobacillus Acidophillus,057-008-94,Herbal,Not Specified
"GUARDIAN HEALTHCARE LTD., (HERBAL DIVISION)",Xman,Capsule,Panax Ginseng,057-009-94,Herbal,Not Specified
"GUARDIAN HEALTHCARE LTD., (HERBAL DIVISION)",Diabenil 400,Capsule,Bitter Melon (Korola),057-010-94,Herbal,Not Specified
"GUARDIAN HEALTHCARE LTD., (HERBAL DIVISION)",Hemax,Tablet,Yohimbine Hydrochloride,057-011-94,Herbal,Not Specified
"GUARDIAN HEALTHCARE LTD., (HERBAL DIVISION)",Estrual,Capsule,Evening Primrose Oil,057-002-94,Herbal,Not Specified
HAMDARD LABORATORIES (WAQF) BANGLADESH (HERBAL DIVISION),Ovacyst,Capsule,D Chiro Inositol (Carob),015-039-94,Herbal,Not Specified
HAMDARD LABORATORIES (WAQF) BANGLADESH (HERBAL DIVISION),Jon ort,Capsule,St. John's Wort,015-0001-94,Herbal,Not Specified
HAMDARD LABORATORIES (WAQF) BANGLADESH (HERBAL DIVISION),Palmet,Capsule,Saw Palmetto,015-0003-94,Herbal,Not Specified
HAMDARD LABORATORIES (WAQF) BANGLADESH (HERBAL DIVISION),Valent,Capsule,Valerian,015-0006-94,Herbal,Not Specified
HAMDARD LABORATORIES (WAQF) BANGLADESH (HERBAL DIVISION),Nimulant,Capsule,Echinacea,015-0007-94,Herbal,Not Specified
HAMDARD LABORATORIES (WAQF) BANGLADESH (HERBAL DIVISION),Ladica,Capsule,Black Cohosh,015-0008-94,Herbal,Not Specified
HAMDARD LABORATORIES (WAQF) BANGLADESH (HERBAL DIVISION),Livec,Capsule,Milk Thistle,015-0009-94,Herbal,Not Specified
HAMDARD LABORATORIES (WAQF) BANGLADESH (HERBAL DIVISION),Lina,Capsule,Spirulina,015-0005-94,Herbal,Not Specified
HAMDARD LABORATORIES (WAQF) BANGLADESH (HERBAL DIVISION),Ginton,Capsule,Ginseng,015-0002-94,Herbal,Not Specified
HAMDARD LABORATORIES (WAQF) BANGLADESH (HERBAL DIVISION),Kobi,Capsule,Ginkgo,015-0004-94,Herbal,Not Specified
HAMDARD LABORATORIES (WAQF) BANGLADESH (HERBAL DIVISION),Clovgard,Mouth Wash,Clove (Liquid),015-044-94,Herbal,Not Specified
HAMDARD LABORATORIES (WAQF) BANGLADESH (HERBAL DIVISION),Viligo,Tablet,Copper Gluconate + Cucumis Melo (Melon) + Folic Acid + Selenium + Vitamin B12 (Cyanocobalamin) + Vitamin C (L-Ascorbic Acid) + Vitamin E (Dl-alpha-tocopheryl acetate) + Zinc Gluconate,015-045-94,Herbal,Not Specified
HAMDARD LABORATORIES (WAQF) BANGLADESH (HERBAL DIVISION),Plategen,Liquid,Carica Papaya,015-046-94,Herbal,Not Specified
HAMDARD LABORATORIES (WAQF) BANGLADESH (HERBAL DIVISION),Plategen,Tablet,Carica Papaya,015-047-94,Herbal,Not Specified
HAMDARD LABORATORIES (WAQF) BANGLADESH (HERBAL DIVISION),Alofresh,Gel,Aloevera + Melaleuca Alternifolia,015-048-94,Herbal,Not Specified
HAMDARD LABORATORIES (WAQF) BANGLADESH (HERBAL DIVISION),Probiotic,Capsule,Bifidobacterium bifidum + Fructo-Oligosaccharide + Lactobacillus Acidophillus + Lactobacillus Bulgaricus,015-012-94,Herbal,Not Specified
HAMDARD LABORATORIES (WAQF) BANGLADESH (HERBAL DIVISION),Ashwagondha,Capsule,Ashwagandha,015-013-94,Herbal,Not Specified
HAMDARD LABORATORIES (WAQF) BANGLADESH (HERBAL DIVISION),Niella Sativa + Azadirachta,Capsule,Azadirachta Indica + Cichorium Intybus + Nigella Sativa + Trigonella Foenum Graecum,015-014-94,Herbal,Not Specified
HAMDARD LABORATORIES (WAQF) BANGLADESH (HERBAL DIVISION),Evening Primrose,Capsule,Evening Primrose Oil,015-015-94,Herbal,Not Specified
HAMDARD LABORATORIES (WAQF) BANGLADESH (HERBAL DIVISION),Green Tea,Tablet,Green Tea,015-016-94,Herbal,Not Specified
HAMDARD LABORATORIES (WAQF) BANGLADESH (HERBAL DIVISION),Garlic,Capsule,Garlic,015-017-94,Herbal,Not Specified
HAMDARD LABORATORIES (WAQF) BANGLADESH (HERBAL DIVISION),Chirata,Capsule,Chirata,015-018-94,Herbal,Not Specified
HAMDARD LABORATORIES (WAQF) BANGLADESH (HERBAL DIVISION),Bitter Melon,Capsule,Bitter Melon (Korola),015-019-94,Herbal,Not Specified
HAMDARD LABORATORIES (WAQF) BANGLADESH (HERBAL DIVISION),Bilberry,Capsule,Bilberry Fruits,015-020-94,Herbal,Not Specified
HAMDARD LABORATORIES (WAQF) BANGLADESH (HERBAL DIVISION),Red Clover,Capsule,Red Clover,015-021-94,Herbal,Not Specified
HAMDARD LABORATORIES (WAQF) BANGLADESH (HERBAL DIVISION),Dong Quai,Capsule,Dongque,015-022-94,Herbal,Not Specified
HAMDARD LABORATORIES (WAQF) BANGLADESH (HERBAL DIVISION),Ganoderma,Capsule,Ganoderma Lucidam,015-023-94,Herbal,Not Specified
HAMDARD LABORATORIES (WAQF) BANGLADESH (HERBAL DIVISION),Yohimbine,Capsule,Yohimbine Hydrochloride,015-024-94,Herbal,Not Specified
HAMDARD LABORATORIES (WAQF) BANGLADESH (HERBAL DIVISION),Lactamor,Capsule,Aniseed Extract + Cumin Extract + Cumin Powder + Dill Powder + Fennel Extract + Fenugreek Extract,015-040-94,Herbal,Not Specified
HAMDARD LABORATORIES (WAQF) BANGLADESH (HERBAL DIVISION),Orthofit,Capsule,Chondroitin Sulfate + Collagen II + Glucosamine Sulfate Potassium Chloride,015-042-94,Herbal,Not Specified
HAMDARD LABORATORIES (WAQF) BANGLADESH (HERBAL DIVISION),H-Moringa,Capsule,Moringa Leaf Powder,015-043-94,Herbal,Not Specified
HAMDARD LABORATORIES (WAQF) BANGLADESH (HERBAL DIVISION),Memocare,Capsule,Bacopa Monnieri + Ginkgo Biloba + Lecithin,015-041-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Andro,Capsule,Andrographis,018-0019-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Osteori,Capsule,Ashwagandha,018-0020-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Erecto,Tablet,Yohimbine Hydrochloride,018-0021-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Adotas,Syrup,Adhatoda Vasica,018-0022-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Livcare,Syrup,Milk Thistle,018-0023-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Hyo-3,Capsule,Omega 3 Fish Oil,018-024-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Hyogin,Syrup,Ginseng,018-025-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Hyogul,Capsule,Ispaghula Husk + Sona pata,018-026-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,HQ-10,Capsule,Coenzyme Q-10,018-027-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Hyoster,Liquid,Clove (Liquid),018-028-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Hyopine,Tablet,Pine Bark Extracts,018-029-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Hyotic,Capsule,Bifidobacterium bifidum + Fructo-Oligosaccharide + Lactobacillus Acidophillus + Lactobacillus Bulgaricus,018-0011-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Urogen,Capsule,Echinacea,018-0012-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Renora,Capsule,Saw Palmetto,018-0013-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Hybogel,Capsule,Psyllium Husk,018-0014-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Hyolic,Capsule,Garlic,018-0015-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Hyoroes,Capsule,Evening Primrose Oil,018-0016-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Hyobita,Capsule,Pumpkin,018-0017-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Iberry,Tablet,Bilberry Fruits,018-018-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Hyoprim,Capsule,Evening Primrose Oil,018-030-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Hyrocyst,Capsule,D Chiro Inositol (Carob),018-031-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Lycium,Tablet,Lutein (Powder) + Zeaxanthin,018-032-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Xiathin,Capsule,Lutein (Powder) + Zeaxanthin,018-033-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Platneed,Capsule,Carica Papaya,018-034-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Thritis,Capsule,Tart Cherry (Prunus Cerasus),018-035-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Viartril,Capsule,Spirulina,018-036-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Thislin,Capsule,Silymarin,018-037-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,H-Thistal,Tablet,Silymarin,018-038-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Pregnacare,Capsule,Wild Yam,018-039-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Tryceptin,Tablet,Wild Yam,018-040-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Immutone,Capsule,Ashwagandha + Doodhi + Jivanti + Lasuna (Allium Sativum) + Methi Seed + Shatavari (Aspargus recemosus) + Vidharikand,018-041-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Wintervit,Tablet,Black Piper + Cowherb Seed + Fenugreek Seed + Shatavari Root + Silybum Mariamum Ext. + Turmericrhizome,018-042-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Perfectil,Tablet,Biotin,018-043-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Haicamin,Tablet,Chondroitin + Glucosamine,018-044-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Dimar-H,Capsule,Gurmar + Methi Seed,018-046-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Pelargo,Capsule,Pelargonium,018-047-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Brano-B,Capsule,Bacopa Monnieri + Centella Asiatia,018-048-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Biopro,Capsule,Probiotic Blend,018-049-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Feepro,Capsule,Lactobacillus Acidophillus,018-051-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Silorin 140,Capsule,Silymarin,018-0006-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Silorin 70,Capsule,Silymarin,018-0001-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Hailoba,Capsule,Ginkgo,018-0003-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,St.Jot 300,Capsule,St. John's Wort,018-0005-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,STV 500,Tablet,Stevia,018-0007-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Camlin,Tablet,Green Tea,018-0008-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Spiruvit 250,Capsule,Spirulina,018-0010-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Spiruvit 500,Capsule,Spirulina,018-0009-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Rian,Capsule,Valerian,018-0006-94,Herbal,Not Specified
IBN HAISAM HERBAL AND NEUTRACEUTICALS,Simulus,Capsule,Ginseng,018-0004-94,Herbal,Not Specified
IBN SINA NATURAL MEDICINE LTD. (HERBAL DIVISION),Alosina,Capsule,Aloe + Fennel,012-022-94,Herbal,Not Specified
IBN SINA NATURAL MEDICINE LTD. (HERBAL DIVISION),Methi Plus,Capsule,Gurmar + Methi Seed,012-023-94,Herbal,Not Specified
IBN SINA NATURAL MEDICINE LTD. (HERBAL DIVISION),Basaka,Syrup,Adhatoda Vasica + Cinnamomum tamala + Cinnamomum Zeylanicum + Elettaria Cardamomum + Glycyrrhiza Glabra + Myrica Nagi + Piper Longum + Piper Nigrum + Pistacia Integerrima + Sausurea Lappa + Syzygium Aromaticum + Terminalia Chebula (Haritaki) + Zingiber Of,012-024-94,Herbal,Not Specified
IBN SINA NATURAL MEDICINE LTD. (HERBAL DIVISION),Yorex,Tablet,Yohimbine Hydrochloride,012-011-94,Herbal,Not Specified
IBN SINA NATURAL MEDICINE LTD. (HERBAL DIVISION),Isabgul Plus,Powder,Ispaghula Husk + Sona pata,012-010-94,Herbal,Not Specified
IBN SINA NATURAL MEDICINE LTD. (HERBAL DIVISION),Flucare,Capsule,King of Bitters,012-009-94,Herbal,Not Specified
IBN SINA NATURAL MEDICINE LTD. (HERBAL DIVISION),Silycap,Capsule,Milk Thistle,012-008-94,Herbal,Not Specified
IBN SINA NATURAL MEDICINE LTD. (HERBAL DIVISION),F-Cohosh,Capsule,Black Cohosh,012-007-94,Herbal,Not Specified
IBN SINA NATURAL MEDICINE LTD. (HERBAL DIVISION),Ecold,Capsule,Echinacea,012-006-94,Herbal,Not Specified
IBN SINA NATURAL MEDICINE LTD. (HERBAL DIVISION),Anjort,Capsule,St. John's Wort,012-005-94,Herbal,Not Specified
IBN SINA NATURAL MEDICINE LTD. (HERBAL DIVISION),Ginsina,Capsule,Ginseng,012-0001-94,Herbal,Not Specified
IBN SINA NATURAL MEDICINE LTD. (HERBAL DIVISION),Gingoba,Tablet,Ginkgo,012-0002-94,Herbal,Not Specified
IBN SINA NATURAL MEDICINE LTD. (HERBAL DIVISION),Dirulina,Capsule,Spirulina,012-0003-94,Herbal,Not Specified
IBN SINA NATURAL MEDICINE LTD. (HERBAL DIVISION),Iripum,Capsule,Cucurbita Pepo,012-0004-94,Herbal,Not Specified
IBN SINA NATURAL MEDICINE LTD. (HERBAL DIVISION),Moringa LX,Capsule,Moringa Leaf Powder,012-027-94,Herbal,Not Specified
IBN SINA NATURAL MEDICINE LTD. (HERBAL DIVISION),Sinasoy,Tablet,Fermented Soy,012-028-94,Herbal,Not Specified
IBN SINA NATURAL MEDICINE LTD. (HERBAL DIVISION),Carob,Capsule,D Chiro Inositol (Carob),012-029-94,Herbal,Not Specified
IBN SINA NATURAL MEDICINE LTD. (HERBAL DIVISION),Bacigut 9,Capsule,Probiotic Blend,012-030-94,Herbal,Not Specified
IBN SINA NATURAL MEDICINE LTD. (HERBAL DIVISION),Rebio Kids,Powder,Probiotic Preparation (Ready to Fill Probiotic & Prebiotic Mixture),012-031-94,Herbal,Not Specified
IBN SINA NATURAL MEDICINE LTD. (HERBAL DIVISION),Colagen Plus,Capsule,Chondroitin + Glucosamine + Undenatured Type II Collagen,012-032-94,Herbal,Not Specified
IBN SINA NATURAL MEDICINE LTD. (HERBAL DIVISION),Enzy Q 100,Capsule,Coenzyme Q-10,012-033-94,Herbal,Not Specified
IBN SINA NATURAL MEDICINE LTD. (HERBAL DIVISION),Enzy Q 200,Capsule,Coenzyme Q-10,012-034-94,Herbal,Not Specified
IBN SINA NATURAL MEDICINE LTD. (HERBAL DIVISION),Isabgul N,Powder,Ispaghula Husk,012-035-94,Herbal,Not Specified
IDRUL HERBAL AND NUTRACEUTICALS,Spirucap,Capsule,Spirulina,026-0001-94,Herbal,Not Specified
IDRUL HERBAL AND NUTRACEUTICALS,Spirucap 500,Capsule,Spirulina,026-0002-94,Herbal,Not Specified
IDRUL HERBAL AND NUTRACEUTICALS,CN-Ton,Capsule,Ginkgo,026-0003-94,Herbal,Not Specified
IDRUL HERBAL AND NUTRACEUTICALS,Gingcap,Capsule,Ginseng,026-0004-94,Herbal,Not Specified
IDRUL HERBAL AND NUTRACEUTICALS,Valton,Capsule,Valerian,026-0005-94,Herbal,Not Specified
IDRUL HERBAL AND NUTRACEUTICALS,Relax-on,Capsule,St. John's Wort,026-0006-94,Herbal,Not Specified
IDRUL HERBAL AND NUTRACEUTICALS,Relax-on 500,Capsule,St. John's Wort,026-0007-94,Herbal,Not Specified
IDRUL HERBAL AND NUTRACEUTICALS,Allium Sativa,Capsule,Garlic,026-0008-94,Herbal,Not Specified
IDRUL HERBAL AND NUTRACEUTICALS,Livton,Capsule,Silymarin,026-0009-94,Herbal,Not Specified
IDRUL HERBAL AND NUTRACEUTICALS,Vascof,Syrup,Adhatoda Vasica,026-0010-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Fiberlax Ultra,Effervescent Granules,Ispaghula Husk + Mebeverine,030-012-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Synogen Plus,Tablet,Chondroitin Sulfate + Collagen II + Glucosamine Sulfate Potassium Chloride,030-028-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Femorose 1000,Soft Gelatin Capsule,Evening Primrose Oil,030-019-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Cran-B,Soft Gelatin Capsule,Cranberry Concentrate Powder,030-016-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Luvena,Capsule,Lactobacillus rhamnosus GR-1 and Lactobacillus reuteri RC-14 blend,030-015-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Zerova,Tablet,Steviol Glycosides,030-018-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Synogen Tablet,Tablet,Undenatured Type II Collagen,030-020-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Welgut,Capsule,Bifidobacterium Lactis (Bi-04) + Bifidobacterium Lactis (Bi-07) + Lactobacillus acidophillus (NCFM) + Lactobacillus Paracasei (Lpc-37),030-021-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Lactocard,Capsule,lactobacillus Reuteri,030-022-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Imugen,Capsule,Bifidobacterium Lactis + Lactobacillus Acidophillus,030-023-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Prodigest,Capsule,Bifidobacterium Lactis + Lactobacillus Acidophillus,030-024-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Prolaxan,Capsule,Lactobacillus rhamnosus GR-1 and Lactobacillus reuteri RC-14 blend,030-027-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Gastrolax,Granules,Ispaghula Husk + Ispaghula Seed + Tinnevelly Senna Pods,030-014-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Pearl-B1,Tablet,Biotin,030-029-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Pearl-B 2.5,Tablet,Biotin,030-030-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Goslim Capsule,Capsule,White Kidney Bean Extract,030-033-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Livasil 140,Capsule,Milk Thistle,030-007-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Premelos 120,Capsule,Ginkgo,030-008-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Procold 500,Capsule,Echinacea,030-009-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Remocof,Syrup,Basak + Darchini + Elach + Gul Marich + Haritaki + Jashthi Madhu + Karkat Sringi + Katfal + Kur + Labanga + Pipul + Sunthi + Tejpata,030-006-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Zerova,Powder for Suspension,Steviol Glycosides,030-017-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Chirolin,Capsule,D Chiro Inositol (Carob),030-036-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Aztacap 2,Capsule,Astaxanthin,030-037-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Aztacap 4,Capsule,Astaxanthin,030-038-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Femorose 500,Capsule,Evening Primrose Oil,030-010-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Protinavit 500,Capsule,Spirulina,030-011-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Mestiza 40,Capsule,Black Cohosh,030-013-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Eziflex,Capsule,Montmoirency Tart Cherry Powder,030-031-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Synogen Alfa,Capsule,Boswellia Serrata Extract + Undenatured Type II Collagen,030-032-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Q Care 50,Capsule,Coenzyme Q-10,030-034-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Q Care 100,Capsule,Coenzyme Q-10,030-035-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Fiberlax Effervescent Granules,Powder,Ispaghula Husk,030-001-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Recoseng 500 Capsule,Capsule,Panax Ginseng,030-002-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Livasil 70 Capsule,Capsule,Silymarin,030-003-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Premelos 60,Capsule,Ginkgo,030-004-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Rimodep 300 Capsule,Capsule,St. John's Wort,030-005-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Synogen,Tablet,Undenatured Type II Collagen,030-026-94,Herbal,Not Specified
"INCEPTA PHARMACEUTICALS LD., HERBAL AND  NEUTRICARE DIVISION",Healgut,Capsule,Lactobabacillus Plantarum,030-025-94,Herbal,Not Specified
KD LABORATORIES (HERBAL),Clove Oil,Oil (Liquid),Clove (Liquid),036-001-94,Herbal,Not Specified
KD LABORATORIES (HERBAL),Cranberry,Liquid,Cranberry Concentrate Powder,036-002-94,Herbal,Not Specified
KD LABORATORIES (HERBAL),KD Diajoy,Tablet,Gurmar,036-003-94,Herbal,Not Specified
KD LABORATORIES (HERBAL),KD Asthma Reviver,Capsule,Black Seed Oil,036-004-94,Herbal,Not Specified
KD LABORATORIES (HERBAL),Doctor Piles,Tablet,Sona pata,036-005-94,Herbal,Not Specified
KD LABORATORIES (HERBAL),Men's For Ever,Capsule,Ginseng,036-006-94,Herbal,Not Specified
KD LABORATORIES (HERBAL),Doctor Piles,Cream,Sona pata,036-007-94,Herbal,Not Specified
KD LABORATORIES (HERBAL),KD Mother Care,Lotion,Grape Seed Extract,036-008-94,Herbal,Not Specified
KD LABORATORIES (HERBAL),KD Herbal Tea,Powder,Basak,036-009-94,Herbal,Not Specified
KD LABORATORIES (HERBAL),KD Mesta Guard,Cream,St. John's Wort,036-010-94,Herbal,Not Specified
KD LABORATORIES (HERBAL),KD Chondramukhi,Cream,Curcuma Longa,036-011-94,Herbal,Not Specified
KD LABORATORIES (HERBAL),Chuly Guard,Cream,Evening Primrose Oil,036-012-94,Herbal,Not Specified
KD LABORATORIES (HERBAL),St. John's Wort Body Care,Liquid,St. John's Wort,036-013-94,Herbal,Not Specified
KD LABORATORIES (HERBAL),KD Alovera,Liquid,Aloevera,036-016-94,Herbal,Not Specified
KD LABORATORIES (HERBAL),KD Reno Vatio Care,Cream,Lavender (Lavendula Angustifolia),036-015-94,Herbal,Not Specified
KD LABORATORIES (HERBAL),KD Herbal Drinks,Liquid,Gurmar,036-014-94,Herbal,Not Specified
KEMIKO PHARMACEUTICALS LTD. (HERBAL DIVISION),Isulax,Powder,Ispaghula Husk,017-0007-94,Herbal,Not Specified
KEMIKO PHARMACEUTICALS LTD. (HERBAL DIVISION),Painthol,Muscle Rub,Camphor (Cinnamomum Camphora) + Capsicum / Cayeni + Menthol (Mentha Piperita) + Wintergreen (Gaultheria Procumbens),017-0006-94,Herbal,Not Specified
KEMIKO PHARMACEUTICALS LTD. (HERBAL DIVISION),Probilak,Capsule,Lactobacillus Acidophillus,017-008-94,Herbal,Not Specified
KEMIKO PHARMACEUTICALS LTD. (HERBAL DIVISION),Menopa,Capsule,Black Cohosh,017-009-94,Herbal,Not Specified
KEMIKO PHARMACEUTICALS LTD. (HERBAL DIVISION),Garsol,Capsule,Garlic,017-0004-94,Herbal,Not Specified
KEMIKO PHARMACEUTICALS LTD. (HERBAL DIVISION),Kofsol,Syrup,Adhatoda Vasica,017-0005-94,Herbal,Not Specified
KEMIKO PHARMACEUTICALS LTD. (HERBAL DIVISION),Pavitex,Syrup,Panax Ginseng,017-013-94,Herbal,Not Specified
KEMIKO PHARMACEUTICALS LTD. (HERBAL DIVISION),Pine Gold,Capsule,Pine Bark Extracts,017-014-94,Herbal,Not Specified
