name_of_the_manufacturer,brand_name,dosages_description,generic_name_and_strength,dar,medicine_system,use_for
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Calendula,Ointment,Not Specified,U-20-A-282,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Rhus Tox,Ointment,Not Specified,U-20-A-283,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Arnica Montana,Ointment,Not Specified,U-20-A-284,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),calcarea fluorica 1x,Tablet,Calcarea Fluorica,H-20-A-2,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),calcarea sulphurica 1x,Tablet,Calcarea Sulphurica,H-20-A-3,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),kali muriaticum 1x,Tablet,Kali Muriaticum,H-20-A-5,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),kali sulphoricum1x,Tablet,Kali Sulphuricum,H-20-A-6,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),kali phosphoricum 1x,Tablet,Kali Phosphoricum,H-20-A-7,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),magnesia phosphorica 1x,Tablet,Magnesia Phosphorica,H-20-A-8,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Natrum Phosphoricum 1x,Tablet,Natrum Phosphoricum,H-20-A-9,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Natrum Sulphoricum 1x,Tablet,Natrum Sulphuricum,H-20-A-10,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Natrum Muriaticum 1x,Tablet,Natrum Muriaticum,H-20-A-11,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Silicea 1x,Tablet,Silicea,H-20-A-12,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Arnica Mont.,Liquid,Not Specified,H-20-A-13,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Agnus Castus,Liquid,Not Specified,H-20-A-14,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Amyl Nitrosum,Liquid,Amyl Nitrosum 1X,H-20-A-15,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Aloe socotrina,Liquid,Aloe Socotrina,H-20-A-16,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Avena Sativa,Liquid,Not Specified,H-20-A-17,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Aconitum Napellus,Liquid,Not Specified,H-20-A-18,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Acidum Phosphoricum,Liquid,Not Specified,H-20-A-19,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Baptisia Tinctoria,Liquid,Not Specified,H-20-A-20,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Belladonna,Liquid,Not Specified,H-20-A-21,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Berberis Vulgaris,Liquid,Not Specified,H-20-A-,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Blatta Orientalis,Liquid,Not Specified,H-20-A-23,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Calendula officinalis,Liquid,Not Specified,H-20-A-24,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Caulophyllum Thalicotroides,Liquid,Not Specified,H-20-A-26,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Chamomilla,Liquid,Not Specified,H-20-A-27,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Cina,Liquid,Not Specified,H-20-A-28,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Crataegus Oxyacantha,Liquid,Not Specified,H-20-A-29,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Colocynthis,Liquid,Not Specified,H-20-A-30,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Colchicum Autumnale,Liquid,Not Specified,H-20-A-31,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Chelidonium Majus,Liquid,Not Specified,H-20-A-32,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Drosera Rotundifolia,Liquid,Not Specified,H-20-A-33,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Dioscorea Villosa,Liquid,Not Specified,H-20-A-34,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Damiana,Liquid,Not Specified,H-20-A-35,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Euphrasia,Liquid,Not Specified,H-20-A-36,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Echinacea Angustifolia,Liquid,Not Specified,H-20-A-37,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Gelsemium Sempervirens,Liquid,Gelsemium Sempervirens,H-20-A-38,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Gossypium Herbaceum,Liquid,Not Specified,H-20-A-39,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Hamamelis Virginica,Liquid,Not Specified,H-20-A-40,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Hydrastis Canadensis,Liquid,Not Specified,H-20-A-41,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Hypericum Perforetum,Liquid,Hypericum Perforatum,H-20-A-42,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Pilocarpus,Liquid,Pilocarpus,H-20-A-43,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Jonosia Asoka,Liquid,Not Specified,H-20-A-44,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Andrographis Paniculata,Liquid,Not Specified,H-20-A-45,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Verbascum Thapsus,Liquid,Verbascum Thapsus,H-20-A-46,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Nux Vomica,Liquid,Not Specified,H-20-A-47,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Pinus Lambertiana,Liquid,Not Specified,H-20-A-48,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Plantago Major,Liquid,Not Specified,H-20-A-49,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Pulsatilla,Liquid,Not Specified,H-20-A-50,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Phytolacca Decandra,Liquid,Not Specified,H-20-A-51,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Sabal Serrulata,Liquid,Sabal Serrulata,H-20-A-52,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Salix Nigra,Liquid,Not Specified,H-20-A-53,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Secale Cornutum,Liquid,Not Specified,H-20-A-54,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Senecio Aureus,Liquid,Not Specified,H-20-A-55,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Syzygium Jambolanum,Liquid,Not Specified,H-20-A-56,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Thuja Occidentalis,Liquid,Not Specified,H-20-A-57,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Viburnum Opulus,Liquid,Not Specified,H-20-A-58,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Kreosotum,Liquid,Kreosote 2X,H-20-A-59,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Cinchona Officinalis,Liquid,Not Specified,H-20-A-60,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Teucrium Marum Verum,Liquid,Not Specified,H-20-A-61,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Cassia Sophera,Liquid,Not Specified,H-20-A-62,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Terminalia Arjuna,Liquid,Not Specified,H-20-A-63,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Amloki,Liquid,Not Specified,H-20-A-66,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Aralia Recemosa,Liquid,Not Specified,H-20-A-67,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Apis Mellifica,Liquid,Not Specified,H-20-A-69,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Bellis Per.,Liquid,Not Specified,H-20-A-70,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Balsum Peru.,Liquid,Balsum Peru.,H-20-A-71,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Bryonia Alb.,Liquid,Not Specified,H-20-A-72,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Borax 1x,Liquid,Not Specified,H-20-A-73,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Basak,Liquid,Basak,20-A-74,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Cimicifuga Racemosa,Liquid,Not Specified,H-20-A-75,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Carduus Marianus,Liquid,Not Specified,H-20-A-76,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Carbo Vegetabilis 1x,Tablet,Carbo Vagetabilis,H-20-A-77,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Ceanothus,Liquid,Not Specified,H-20-A-78,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Digitalis Perpurea,Liquid,Not Specified,H-20-A-79,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Filix Mas,Liquid,FIilix Mas,H-20-A-80,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Fraxinus Americana,Liquid,Not Specified,H-20-A-81,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Fucus Vesiculosus,Liquid,Not Specified,H-20-A-82,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Graphites,Tablet,Graphites 1X,H-20-A-84,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Hepar Sulphuris Calcareum 1x,Tablet,Heper Sulphurics Calcareum,H-20-A-85,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Ipecacuanha,Liquid,Not Specified,H-20-A-86,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Ledum Palustre,Liquid,Not Specified,H-20-A-87,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Lobelia Inflata,Liquid,Not Specified,H-20-A-88,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Mercurius Sol Trituration,Tablet,Merc Sol Trituration,H-20-A-89,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Passiflora Incarnata,Liquid,Not Specified,H-20-A-90,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Podophyllum Peltatum,Liquid,Not Specified,H-20-A-91,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Selenium,Tablet,Selenium,H-20-A-92,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Uranium Nitricum 1x,Tablet,Uranium Nitricum 3X,H-20-A-93,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Urtica Urens,Liquid,Not Specified,H-20-A-94,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Cineraria Maritima Succus,Liquid,Cineraia Maritima Succus,H-20-A-95,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Calotropis,Liquid,Not Specified,H-20-A-96,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Cyclamen E.,Liquid,Not Specified,H-20-A-98,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Apocynum Can.,Liquid,Not Specified,H-20-A-99,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Aesculus Hip.,Liquid,Not Specified,H-20-A-100,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Arsenicum Sulphuratum Flavum1x,Tablet,Arsenicum Sulphuratum Flavum 3X,H-20-A-101,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Badiaga,Liquid,Badiaga,H-20-A-102,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Condurango,Liquid,Not Specified,H-20-A-103,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Collinsonia Can.,Liquid,Not Specified,H-20-A-104,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Caladium Seguinum,Liquid,Not Specified,H-20-A-105,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Carica Papaya,Liquid,Not Specified,H-20-A-106,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Alstonia S.,Liquid,Not Specified,H-20-A-107,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Aspidosperma,Liquid,Aspidosperma,H-20-A-108,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Artemisia Vulgaris,Liquid,Artemisia Vulgaris,H-20-A-109,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Aletris Farinosa,Liquid,Not Specified,H-20-A-110,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Abroma Aug.,Liquid,Not Specified,H-20-A-111,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Atista Ind.,Liquid,Not Specified,H-20-A-112,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Arctium Lappa,Liquid,Arctium Lappa,H-20-A-113,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Aeglefolia,Liquid,Not Specified,H-20-A-114,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Asafoetida,Liquid,Asafoetida,H-20-A-115,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Adonis,Liquid,Not Specified,H-20-A-116,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Abies Nig.,Liquid,Not Specified,H-20-A-117,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Acid Sulph.,Liquid,Acid Sulph.,H-20-A-118,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Gymnema Sylvestre,Liquid,Not Specified,H-20-A-119,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Geranium Maculatum,Liquid,Geranium Maculatum,H-20-A-120,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Ginseng,Liquid,Not Specified,H-20-A-121,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Helonias Dioica,Liquid,Helonias Dioica,H-20-A-122,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Hydrocotyle Asiatica,Liquid,Not Specified,H-20-A-123,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Iodium,Liquid,Iodium,H-20-A-124,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Kurchi,Liquid,Not Specified,H-20-A-126,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Tribulus Ter.,Liquid,Not Specified,H-20-A-127,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Trillium,Liquid,Trillium,H-20-A-128,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Xanthoxylum,Liquid,Not Specified,H-20-A-129,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Yerba Santa,Liquid,Yerba Santa,H-20-A-130,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Sarsaparilla,Liquid,Not Specified,H-20-A-131,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Sepia,Liquid,Not Specified,H-20-A-132,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Symphytum Off.,Liquid,Symphytum Off.,H-20-A-133,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Senna,Liquid,Not Specified,H-20-A-134,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Robinia Pseudacacia,Liquid,Robinia Pseudacacia,H-20-A-135,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Rhus Tox.,Liquid,Not Specified,H-20-A-136,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Sambucus Nig.,Liquid,Not Specified,H-20-A-137,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Senega,Liquid,Not Specified,H-20-A-138,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Olium Jecoris Aselli,Tablet,Oleum Jac 3X,H-20-A-139,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Ocimum Sang,Liquid,Not Specified,H-20-A-140,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Rauwolfia Ser.,Liquid,Not Specified,H-20-A-141,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Rhus Aromatica,Liquid,Rhus Aromatica,H-20-A-142,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Ranunculus Bulb,Liquid,Ranunculus Bulb.,H-20-A-143,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Berberis A.,Liquid,Not Specified,H-20-A-144,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Bovista,Liquid,Not Specified,H-20-A-145,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Psoralea Corylifolia,Liquid,Psoralea Corylifolia,H-20-A-146,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Chirata,Liquid,Not Specified,H-20-A-147,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Lycopodium,Liquid,Not Specified,H-20-A-148,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Millefolium,Liquid,Not Specified,H-20-A-149,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Mercurius Sublimatus c.,Liquid,Merc Sublimatus Corrosivus 3X,H-20-A-150,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Myristica S,Liquid,Not Specified,H-20-A-151,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Biolife-2,Tablet,Kali Phos 3X + Magnesia Phosphoricum 3X + Nat Sulph 3X + Natrum Mur 6X,H-20-A-152,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Biolife-7,Tablet,Cal Phos 3X + Ferrum Phos 3X + Kali Phos 3X + Nat Phos 3X + Nat Sulph 3X,H-20-A-153,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Biolife-13,Tablet,Calcaria Phosphorica 3X + Kali Phos 3X + Kali Sulph 3X + Nat Mur 3X,H-20-A-154,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Biolife-15,Tablet,Calcaria Phosphorica 3X + Ferrum Phosphoricum 3X + Kali Phos 3X + Kali Sulph 3X + Magnesia Phosphoricum 3X,H-20-A-155,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Biolife-17,Tablet,Calcaria Fluorica 3X + Ferrum Phosphoricum 3X + Kali Mur 3X + Kali Phos 3X,H-20-A-156,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Biolife-19,Tablet,Ferrum Phosphoricum 3X + Kali Sulph 3X + Magnesia Phosphoricum 3X + Nat Sulph 3X,H-20-A-157,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Biolife-25,Tablet,Nat Phos 3X + Nat Sulph 3X + Silica 12X,H-20-A-158,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Biolife-26,Tablet,Calcaria Fluorica 3X + Calcaria Phosphorica 3X + Kali Phos 3X + Magnesia Phosphoricum 3X,H-20-A-159,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Biolife -27,Tablet,Cal Phos 3X + Kali Phos 3X + Nat Mur 3X,H-20-A-160,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Biolife-28,Tablet,Cal Phos 3X + Cal sulph. 3x + Calcaria Fluorica 3X + Ferrum Phos 3X + Kali Mur 3X + Kali Phos 3X + Kali Sulph 3X + Magnesia Phosphoricum 3X + Nat Mur 3X + Nat Phos 3X + Nat Sulph 3X + Silicea 3X,H-20-A-161,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Pentaphos,Tablet,Calcarea Phos 6X + Ferrum Phosphoricum 6X + Kali Phos 6X + Magnesia Phosphoricum 6X + Nat Phos 6X,H-20-A-162,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),New Alfalfa,Syrup,Not Specified,H-20-A-163,Homeopathic,Not Specified
NEW LIFE & COMPANY (PVT) LTD. (HOMOEO),Ambralife,Tablet,Acid Phos 4X + Agnus Cast 4X + Ambra Grisea 4X + Cinchona Off 4X + Conium 4X + Damiana 4X + Moschus 4X + Nux Vom 4X + Sabal Ser 4X + Yohimbinum 4X,H-20-A-164,Homeopathic,Not Specified
PIONEER HOMOEO LABORATORY,PULSATILLA,Liquid,Not Specified,H-21-A-1,Homeopathic,Not Specified
PIONEER HOMOEO LABORATORY,PLANTAGO MAJOR,Liquid,Not Specified,H-21-A-2,Homeopathic,Not Specified
PIONEER HOMOEO LABORATORY,WITHANIA SOMNIFERA,Liquid,Withania Somnifera,H-21-A-3,Homeopathic,Not Specified
PIONEER HOMOEO LABORATORY,JUSTICA ADHATODA,Liquid,Not Specified,H-21-A-5,Homeopathic,Not Specified
PIONEER HOMOEO LABORATORY,SARSAPARILLA,Liquid,Not Specified,H-21-A-6,Homeopathic,Not Specified
PIONEER HOMOEO LABORATORY,ANDOGRAPHIS PANICULATA,Liquid,Not Specified,H-21-A-7,Homeopathic,Not Specified
PIONEER HOMOEO LABORATORY,ALSTONIA SCHOLARIS,Liquid,Not Specified,H-21-A-8,Homeopathic,Not Specified
PIONEER HOMOEO LABORATORY,ARJUNA,Liquid,Arjuna,H-21-A-9,Homeopathic,Not Specified
PIONEER HOMOEO LABORATORY,ARISTA RADIX,Liquid,Arista Radix,H-21-A-10,Homeopathic,Not Specified
PIONEER HOMOEO LABORATORY,AVENA SATIVA,Liquid,Not Specified,H-21-A-11,Homeopathic,Not Specified
PIONEER HOMOEO LABORATORY,NUX VOMICA,Liquid,Not Specified,H-21-A-12,Homeopathic,Not Specified
PIONEER HOMOEO LABORATORY,CHINCHONA OFFICINALIS CHINA,Liquid,Chinchona Officinalis  China,H-21-A-13,Homeopathic,Not Specified
PIONEER HOMOEO LABORATORY,BRYONIA ALB.,Liquid,Not Specified,H-21-A-14,Homeopathic,Not Specified
PIONEER HOMOEO LABORATORY,ALFALFA,Liquid,Alfalfa,H-21-A-15,Homeopathic,Not Specified
PIONEER HOMOEO LABORATORY,AMLOKI,Liquid,Not Specified,H-21-A-16,Homeopathic,Not Specified
PIONEER HOMOEO LABORATORY,AGNUS CASTUS,Liquid,Not Specified,H-21-A-17,Homeopathic,Not Specified
PIONEER HOMOEO LABORATORY,ACID PHOS,Liquid,Not Specified,H-21-A-18,Homeopathic,Not Specified
PIONEER HOMOEO LABORATORY,BERBERIS VULGARIS,Liquid,Not Specified,H-21-A-19,Homeopathic,Not Specified
PIONEER HOMOEO LABORATORY,CALENDULA OFF,Liquid,Not Specified,H-21-A-20,Homeopathic,Not Specified
PIONEER HOMOEO LABORATORY,CANTHARIS,Liquid,Not Specified,H-21-A-21,Homeopathic,Not Specified
PIONEER HOMOEO LABORATORY,CHELIDONIUM MAJUS,Liquid,Not Specified,H-21-A-23,Homeopathic,Not Specified
PIONEER HOMOEO LABORATORY,CRATAEGUS OX,Liquid,Not Specified,H-21-A-24,Homeopathic,Not Specified
PIONEER HOMOEO LABORATORY,DAMIANA,Liquid,Not Specified,H-21-A-25,Homeopathic,Not Specified
PIONEER HOMOEO LABORATORY,GOSSYPIUM,Liquid,Not Specified,H-21-A-26,Homeopathic,Not Specified
PIONEER HOMOEO LABORATORY,HYDRATIS CANADENSIS,Liquid,Not Specified,H-21-A-27,Homeopathic,Not Specified
PIONEER HOMOEO LABORATORY,JONOSIA ASHOKA,Liquid,Not Specified,H-21-A-28,Homeopathic,Not Specified
PIONEER HOMOEO LABORATORY,PINUS LAMB.,Liquid,Not Specified,H-21-A-29,Homeopathic,Not Specified
PIONEER HOMOEO LABORATORY,SABAL SERRULATA,Liquid,Sabal Serrulata,H-21-A-30,Homeopathic,Not Specified
PIONEER HOMOEO LABORATORY,THUJA OCCIDENTALIS,Liquid,Not Specified,H-21-A-31,Homeopathic,Not Specified
